Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.16,10.1.1.6,399,157,39.3484,115.552,14444,+2.26142e+09ns,1.16131,AODV,40,25,10,7.5,15,3
2,10.1.1.20,10.1.1.10,399,57,14.2857,41.952,5244,+8.14569e+09ns,0.421624,AODV,40,25,10,7.5,15,3
3,10.1.1.8,10.1.1.20,10,8,80,2.944,368,+3.40789e+09ns,0.55984,AODV,40,25,10,7.5,15,3
4,10.1.1.8,10.1.1.10,9,6,66.6667,2.24,280,+1.68235e+07ns,0.0229732,AODV,40,25,10,7.5,15,3
5,10.1.1.13,10.1.1.20,11,11,100,4.16,520,+4.86566e+07ns,0.778529,AODV,40,25,10,7.5,15,3
6,10.1.1.13,10.1.1.10,3,2,66.6667,0.768,96,+3.50698e+06ns,0.00832472,AODV,40,25,10,7.5,15,3
7,10.1.1.24,10.1.1.20,19,17,89.4737,6.256,782,+3.302e+09ns,0.0985223,AODV,40,25,10,7.5,15,3
8,10.1.1.24,10.1.1.10,11,9,81.8182,3.456,432,+6.51015e+07ns,0.0374467,AODV,40,25,10,7.5,15,3
9,10.1.1.16,10.1.1.20,1,1,100,0.384,48,+4.01347e+06ns,95.6778,AODV,40,25,10,7.5,15,3
10,10.1.1.16,10.1.1.10,14,13,92.8571,4.704,588,+2.48655e+07ns,0.0589147,AODV,40,25,10,7.5,15,3
11,10.1.1.20,10.1.1.16,2,2,100,0.624,78,+1.11403e+07ns,3.05549,AODV,40,25,10,7.5,15,3
12,10.1.1.20,10.1.1.13,5,5,100,1.488,186,+1.01974e+09ns,0.394519,AODV,40,25,10,7.5,15,3
13,10.1.1.12,10.1.1.2,399,68,17.0426,50.048,6256,+2.84681e+10ns,0.787082,AODV,40,25,10,7.5,15,3
14,10.1.1.7,10.1.1.20,19,19,100,6.976,872,+1.08181e+07ns,0.525318,AODV,40,25,10,7.5,15,3
