Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.18,10.1.1.8,399,312,78.1955,229.632,28704,+1.99917e+11ns,2.50182,AODV,60,25,10,7.5,70,3
2,10.1.1.19,10.1.1.9,399,166,41.604,122.176,15272,+1.7622e+10ns,1.63993,AODV,60,25,10,7.5,70,3
3,10.1.1.17,10.1.1.7,399,258,64.6617,189.888,23736,+1.57342e+10ns,1.90837,AODV,60,25,10,7.5,70,3
4,10.1.1.13,10.1.1.3,399,142,35.589,104.512,13064,+5.67941e+10ns,1.05033,AODV,60,25,10,7.5,70,3
5,10.1.1.16,10.1.1.56,3,3,100,1.152,144,+4.78274e+07ns,0.458423,AODV,60,25,10,7.5,70,3
6,10.1.1.16,10.1.1.8,7,7,100,2.544,318,+2.50738e+07ns,0.528837,AODV,60,25,10,7.5,70,3
7,10.1.1.56,10.1.1.16,5,4,80,1.392,174,+1.67011e+07ns,0.745527,AODV,60,25,10,7.5,70,3
8,10.1.1.56,10.1.1.13,14,14,100,5.376,672,+1.64282e+07ns,0.325934,AODV,60,25,10,7.5,70,3
9,10.1.1.13,10.1.1.18,14,14,100,5.184,648,+2.48747e+07ns,0.052436,AODV,60,25,10,7.5,70,3
10,10.1.1.38,10.1.1.34,34,32,94.1176,12.032,1504,+1.95084e+08ns,0.128944,AODV,60,25,10,7.5,70,3
11,10.1.1.38,10.1.1.9,20,16,80,5.648,706,+1.24914e+09ns,0.0881548,AODV,60,25,10,7.5,70,3
12,10.1.1.21,10.1.1.34,15,15,100,5.616,702,+2.13176e+09ns,0.0635846,AODV,60,25,10,7.5,70,3
13,10.1.1.21,10.1.1.9,21,18,85.7143,6.128,766,+1.14938e+08ns,0.0839497,AODV,60,25,10,7.5,70,3
14,10.1.1.47,10.1.1.34,8,8,100,3.008,376,+1.04737e+09ns,0.032326,AODV,60,25,10,7.5,70,3
15,10.1.1.47,10.1.1.9,77,0,0,0,0,+0ns,-0,AODV,60,25,10,7.5,70,3
