Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.13,10.1.1.3,287,10,3.48432,7.36,920,+2.07806e+09ns,0.0897293,OLSR,60,25,10,7.5,64,3
2,10.1.1.12,10.1.1.2,333,60,18.018,44.16,5520,+2.15301e+08ns,0.788401,OLSR,60,25,10,7.5,64,3
3,10.1.1.16,10.1.1.6,364,153,42.033,112.608,14076,+2.11446e+08ns,1.30937,OLSR,60,25,10,7.5,64,3
4,10.1.1.19,10.1.1.9,345,51,14.7826,37.536,4692,+1.60905e+08ns,0.508957,OLSR,60,25,10,7.5,64,3
5,10.1.1.14,10.1.1.4,334,103,30.8383,75.808,9476,+2.45195e+08ns,0.767665,OLSR,60,25,10,7.5,64,3
6,10.1.1.18,10.1.1.8,302,41,13.5762,30.176,3772,+3.85839e+08ns,0.314321,OLSR,60,25,10,7.5,64,3
7,10.1.1.20,10.1.1.10,227,20,8.81057,14.72,1840,+4.67556e+07ns,0.735926,OLSR,60,25,10,7.5,64,3
8,10.1.1.17,10.1.1.7,311,81,26.045,59.616,7452,+1.92545e+08ns,0.679369,OLSR,60,25,10,7.5,64,3
9,10.1.1.11,10.1.1.1,341,23,6.74487,16.928,2116,+1.07271e+10ns,0.247081,OLSR,60,25,10,7.5,64,3
10,10.1.1.15,10.1.1.5,98,0,0,0,0,+0ns,-0,OLSR,60,25,10,7.5,64,3
