Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.19,10.1.1.9,366,58,15.847,42.688,5336,+1.70573e+09ns,0.572986,OLSR,60,25,10,7.5,58,3
2,10.1.1.14,10.1.1.4,326,99,30.3681,72.864,9108,+1.8625e+08ns,1.3813,OLSR,60,25,10,7.5,58,3
3,10.1.1.16,10.1.1.6,351,164,46.7236,120.704,15088,+1.83125e+08ns,1.39928,OLSR,60,25,10,7.5,58,3
4,10.1.1.20,10.1.1.10,129,14,10.8527,10.304,1288,+2.02145e+07ns,1.52632,OLSR,60,25,10,7.5,58,3
5,10.1.1.13,10.1.1.3,302,7,2.31788,5.152,644,+6.07815e+07ns,0.0801836,OLSR,60,25,10,7.5,58,3
6,10.1.1.18,10.1.1.8,194,30,15.4639,22.08,2760,+4.53805e+07ns,0.285824,OLSR,60,25,10,7.5,58,3
7,10.1.1.12,10.1.1.2,331,63,19.0332,46.368,5796,+2.44666e+09ns,0.83892,OLSR,60,25,10,7.5,58,3
8,10.1.1.17,10.1.1.7,265,61,23.0189,44.896,5612,+2.43636e+09ns,0.482742,OLSR,60,25,10,7.5,58,3
9,10.1.1.11,10.1.1.1,330,3,0.909091,2.208,276,+8.28791e+09ns,0.0300353,OLSR,60,25,10,7.5,58,3
10,10.1.1.15,10.1.1.5,25,0,0,0,0,+0ns,-0,OLSR,60,25,10,7.5,58,3
