Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.14,10.1.1.4,359,121,33.7047,89.056,11132,+2.56412e+08ns,0.895022,OLSR,60,25,10,7.5,40,3
2,10.1.1.18,10.1.1.8,205,29,14.1463,21.344,2668,+4.56994e+07ns,0.27452,OLSR,60,25,10,7.5,40,3
3,10.1.1.13,10.1.1.3,270,1,0.37037,0.736,92,+3.81478e+07ns,0.0119117,OLSR,60,25,10,7.5,40,3
4,10.1.1.19,10.1.1.9,336,53,15.7738,39.008,4876,+2.93665e+08ns,0.516652,OLSR,60,25,10,7.5,40,3
5,10.1.1.20,10.1.1.10,182,14,7.69231,10.304,1288,+5.30636e+07ns,0.663801,OLSR,60,25,10,7.5,40,3
6,10.1.1.12,10.1.1.2,335,49,14.6269,36.064,4508,+9.45633e+07ns,0.833324,OLSR,60,25,10,7.5,40,3
7,10.1.1.16,10.1.1.6,352,156,44.3182,114.816,14352,+3.08282e+08ns,1.33894,OLSR,60,25,10,7.5,40,3
8,10.1.1.11,10.1.1.1,304,3,0.986842,2.208,276,+8.28043e+09ns,0.0299345,OLSR,60,25,10,7.5,40,3
9,10.1.1.17,10.1.1.7,347,58,16.7147,42.688,5336,+1.40734e+08ns,0.518991,OLSR,60,25,10,7.5,40,3
10,10.1.1.15,10.1.1.5,19,0,0,0,0,+0ns,-0,OLSR,60,25,10,7.5,40,3
