Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.18,10.1.1.8,272,31,11.3971,22.816,2852,+6.19549e+09ns,0.292512,OLSR,60,25,10,7.5,86,3
2,10.1.1.19,10.1.1.9,287,49,17.0732,36.064,4508,+2.37747e+09ns,0.484075,OLSR,60,25,10,7.5,86,3
3,10.1.1.14,10.1.1.4,339,115,33.9233,84.64,10580,+2.69857e+08ns,0.852784,OLSR,60,25,10,7.5,86,3
4,10.1.1.12,10.1.1.2,282,71,25.1773,52.256,6532,+1.59119e+08ns,0.893226,OLSR,60,25,10,7.5,86,3
5,10.1.1.20,10.1.1.10,204,14,6.86275,10.304,1288,+2.80642e+07ns,0.378047,OLSR,60,25,10,7.5,86,3
6,10.1.1.16,10.1.1.6,344,164,47.6744,120.704,15088,+2.73023e+08ns,1.34848,OLSR,60,25,10,7.5,86,3
7,10.1.1.13,10.1.1.3,177,0,0,0,0,+0ns,-0,OLSR,60,25,10,7.5,86,3
8,10.1.1.17,10.1.1.7,297,78,26.2626,57.408,7176,+2.51963e+09ns,0.74067,OLSR,60,25,10,7.5,86,3
9,10.1.1.11,10.1.1.1,257,15,5.83658,11.04,1380,+1.35583e+08ns,0.158221,OLSR,60,25,10,7.5,86,3
10,10.1.1.15,10.1.1.5,40,0,0,0,0,+0ns,-0,OLSR,60,25,10,7.5,86,3
