Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.20,10.1.1.10,337,96,28.4866,70.656,8832,+5.46644e+09ns,0.823968,OLSR,50,50,10,10,5,3
2,10.1.1.16,10.1.1.6,335,49,14.6269,36.064,4508,+1.78859e+08ns,0.895643,OLSR,50,50,10,10,5,3
3,10.1.1.17,10.1.1.7,399,374,93.7343,275.264,34408,+2.13436e+08ns,2.76646,OLSR,50,50,10,10,5,3
4,10.1.1.18,10.1.1.8,235,64,27.234,47.104,5888,+1.29318e+08ns,0.473405,OLSR,50,50,10,10,5,3
5,10.1.1.14,10.1.1.4,361,157,43.4903,115.552,14444,+1.80142e+09ns,1.17909,OLSR,50,50,10,10,5,3
6,10.1.1.19,10.1.1.9,223,37,16.5919,27.232,3404,+7.11718e+07ns,0.275766,OLSR,50,50,10,10,5,3
7,10.1.1.11,10.1.1.1,269,95,35.316,69.92,8740,+2.16501e+08ns,0.868556,OLSR,50,50,10,10,5,3
8,10.1.1.15,10.1.1.5,228,36,15.7895,26.496,3312,+1.14127e+08ns,0.383992,OLSR,50,50,10,10,5,3
9,10.1.1.13,10.1.1.3,178,122,68.5393,89.792,11224,+1.67284e+08ns,2.16365,OLSR,50,50,10,10,5,3
10,10.1.1.12,10.1.1.2,92,1,1.08696,0.736,92,+2.5852e+07ns,0.0793458,OLSR,50,50,10,10,5,3
