Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.16,10.1.1.6,399,366,91.7293,269.376,33672,+6.32278e+09ns,2.70727,AODV,80,25,10,7.5,31,3
2,10.1.1.26,10.1.1.16,6,6,100,2.24,280,+1.66896e+09ns,0.0982203,AODV,80,25,10,7.5,31,3
3,10.1.1.26,10.1.1.6,3,3,100,1.152,144,+3.77095e+06ns,1.19774,AODV,80,25,10,7.5,31,3
4,10.1.1.78,10.1.1.24,4,4,100,1.664,208,+1.00181e+07ns,0.0977729,AODV,80,25,10,7.5,31,3
5,10.1.1.78,10.1.1.6,8,8,100,3.008,376,+2.05615e+07ns,0.379726,AODV,80,25,10,7.5,31,3
6,10.1.1.34,10.1.1.24,19,17,89.4737,6.32,790,+4.06356e+07ns,0.242322,AODV,80,25,10,7.5,31,3
7,10.1.1.34,10.1.1.6,13,13,100,4.928,616,+7.60778e+07ns,1.23882,AODV,80,25,10,7.5,31,3
8,10.1.1.24,10.1.1.34,23,23,100,8.496,1062,+4.96119e+07ns,0.320118,AODV,80,25,10,7.5,31,3
9,10.1.1.24,10.1.1.33,4,4,100,1.536,192,+2.0596e+09ns,0.246406,AODV,80,25,10,7.5,31,3
10,10.1.1.24,10.1.1.78,2,2,100,0.624,78,+1.14193e+07ns,0.0709852,AODV,80,25,10,7.5,31,3
11,10.1.1.13,10.1.1.3,398,217,54.5226,159.712,19964,+9.30819e+09ns,1.60917,AODV,80,25,10,7.5,31,3
12,10.1.1.19,10.1.1.9,398,165,41.4573,121.44,15180,+1.89087e+10ns,1.32326,AODV,80,25,10,7.5,31,3
13,10.1.1.24,10.1.1.7,10,9,90,3.248,406,+6.71585e+07ns,0.0698186,AODV,80,25,10,7.5,31,3
14,10.1.1.78,10.1.1.7,10,9,90,3.456,432,+1.2608e+08ns,0.113954,AODV,80,25,10,7.5,31,3
15,10.1.1.34,10.1.1.7,9,9,100,3.52,440,+6.94903e+08ns,0.0368379,AODV,80,25,10,7.5,31,3
16,10.1.1.7,10.1.1.1,7,4,57.1429,1.472,184,+2.98131e+09ns,1.17104,AODV,80,25,10,7.5,31,3
17,10.1.1.18,10.1.1.48,3,3,100,0.864,108,+1.18684e+07ns,0.0133328,AODV,80,25,10,7.5,31,3
18,10.1.1.18,10.1.1.6,17,0,0,0,0,+0ns,-0,AODV,80,25,10,7.5,31,3
19,10.1.1.72,10.1.1.48,13,0,0,0,0,+0ns,-0,AODV,80,25,10,7.5,31,3
20,10.1.1.72,10.1.1.6,10,10,100,3.904,488,+1.12222e+07ns,0.117668,AODV,80,25,10,7.5,31,3
21,10.1.1.7,10.1.1.78,34,33,97.0588,11.696,1462,+5.56621e+09ns,0.385739,AODV,80,25,10,7.5,31,3
22,10.1.1.39,10.1.1.55,28,28,100,10.368,1296,+8.32118e+07ns,0.321347,AODV,80,25,10,7.5,31,3
23,10.1.1.39,10.1.1.6,49,47,95.9184,17.6,2200,+3.94318e+09ns,0.188483,AODV,80,25,10,7.5,31,3
24,10.1.1.11,10.1.1.55,19,0,0,0,0,+0ns,-0,AODV,80,25,10,7.5,31,3
25,10.1.1.11,10.1.1.6,70,70,100,25.936,3242,+3.91701e+08ns,0.298599,AODV,80,25,10,7.5,31,3
26,10.1.1.48,10.1.1.18,52,49,94.2308,18.16,2270,+5.36565e+08ns,0.280284,AODV,80,25,10,7.5,31,3
27,10.1.1.48,10.1.1.10,2,2,100,0.624,78,+1.15577e+07ns,0.00799572,AODV,80,25,10,7.5,31,3
28,10.1.1.55,10.1.1.39,6,6,100,2.096,262,+1.1731e+07ns,0.0639899,AODV,80,25,10,7.5,31,3
29,10.1.1.55,10.1.1.10,2,0,0,0,0,+0ns,-0,AODV,80,25,10,7.5,31,3
30,10.1.1.12,10.1.1.2,397,11,2.77078,8.096,1012,+1.30102e+08ns,0.0834603,AODV,80,25,10,7.5,31,3
31,10.1.1.10,10.1.1.7,3,3,100,1.152,144,+9.35708e+06ns,0.0836681,AODV,80,25,10,7.5,31,3
32,10.1.1.11,10.1.1.1,397,133,33.5013,97.888,12236,+4.51806e+10ns,1.18288,AODV,80,25,10,7.5,31,3
33,10.1.1.6,10.1.1.11,31,30,96.7742,11.504,1438,+1.05022e+09ns,0.14748,AODV,80,25,10,7.5,31,3
34,10.1.1.6,10.1.1.1,4,0,0,0,0,+0ns,-0,AODV,80,25,10,7.5,31,3
35,10.1.1.26,10.1.1.34,13,13,100,4.992,624,+6.59122e+08ns,0.531886,AODV,80,25,10,7.5,31,3
36,10.1.1.26,10.1.1.1,14,5,35.7143,1.92,240,+1.39137e+08ns,0.136359,AODV,80,25,10,7.5,31,3
37,10.1.1.33,10.1.1.7,7,7,100,2.624,328,+6.76177e+07ns,0.0681422,AODV,80,25,10,7.5,31,3
38,10.1.1.33,10.1.1.1,10,5,50,1.92,240,+1.02939e+09ns,0.0577168,AODV,80,25,10,7.5,31,3
39,10.1.1.5,10.1.1.7,24,22,91.6667,8.24,1030,+2.72234e+08ns,0.0848007,AODV,80,25,10,7.5,31,3
40,10.1.1.5,10.1.1.1,26,26,100,9.776,1222,+2.84532e+08ns,0.157633,AODV,80,25,10,7.5,31,3
41,10.1.1.57,10.1.1.7,13,13,100,4.656,582,+3.43333e+07ns,0.225418,AODV,80,25,10,7.5,31,3
42,10.1.1.57,10.1.1.1,1,1,100,0.384,48,+1.00654e+09ns,0.381506,AODV,80,25,10,7.5,31,3
43,10.1.1.64,10.1.1.7,1,1,100,0.384,48,+1.53813e+07ns,24.9654,AODV,80,25,10,7.5,31,3
44,10.1.1.64,10.1.1.1,16,13,81.25,4.928,616,+1.12527e+07ns,0.0633281,AODV,80,25,10,7.5,31,3
45,10.1.1.1,10.1.1.7,1,1,100,0.384,48,+1.40814e+07ns,27.2699,AODV,80,25,10,7.5,31,3
46,10.1.1.7,10.1.1.57,4,4,100,1.248,156,+3.47276e+07ns,0.0635106,AODV,80,25,10,7.5,31,3
47,10.1.1.7,10.1.1.34,10,10,100,3.552,444,+2.3822e+07ns,0.265327,AODV,80,25,10,7.5,31,3
48,10.1.1.34,10.1.1.11,6,4,66.6667,1.536,192,+5.18101e+07ns,2.68965,AODV,80,25,10,7.5,31,3
49,10.1.1.7,10.1.1.5,4,4,100,1.392,174,+8.11183e+07ns,0.0147164,AODV,80,25,10,7.5,31,3
50,10.1.1.7,10.1.1.33,5,5,100,1.632,204,+9.39967e+07ns,0.0427738,AODV,80,25,10,7.5,31,3
51,10.1.1.7,10.1.1.64,5,5,100,1.648,206,+4.68186e+07ns,0.016791,AODV,80,25,10,7.5,31,3
52,10.1.1.60,10.1.1.36,9,8,88.8889,3.072,384,+2.61196e+08ns,0.106131,AODV,80,25,10,7.5,31,3
53,10.1.1.60,10.1.1.9,14,14,100,5.376,672,+2.04907e+09ns,0.0784341,AODV,80,25,10,7.5,31,3
54,10.1.1.38,10.1.1.36,5,5,100,1.92,240,+1.11209e+09ns,0.0913831,AODV,80,25,10,7.5,31,3
55,10.1.1.38,10.1.1.9,54,54,100,19.888,2486,+2.28953e+09ns,0.201598,AODV,80,25,10,7.5,31,3
56,10.1.1.17,10.1.1.36,4,4,100,1.328,166,+3.18119e+07ns,0.116031,AODV,80,25,10,7.5,31,3
57,10.1.1.17,10.1.1.9,1,1,100,0.384,48,+1.29633e+06ns,296.22,AODV,80,25,10,7.5,31,3
58,10.1.1.28,10.1.1.73,16,16,100,6.016,752,+3.58208e+07ns,0.0659777,AODV,80,25,10,7.5,31,3
59,10.1.1.28,10.1.1.9,1,1,100,0.384,48,+1.002e+09ns,0.383234,AODV,80,25,10,7.5,31,3
60,10.1.1.46,10.1.1.37,15,4,26.6667,1.536,192,+3.61848e+07ns,0.0368313,AODV,80,25,10,7.5,31,3
61,10.1.1.46,10.1.1.9,5,5,100,1.92,240,+1.53886e+09ns,0.237803,AODV,80,25,10,7.5,31,3
62,10.1.1.73,10.1.1.28,11,11,100,3.808,476,+1.21887e+09ns,0.041766,AODV,80,25,10,7.5,31,3
63,10.1.1.73,10.1.1.36,9,9,100,3.392,424,+2.24908e+07ns,0.237267,AODV,80,25,10,7.5,31,3
64,10.1.1.36,10.1.1.17,10,10,100,3.568,446,+1.71423e+09ns,0.0362441,AODV,80,25,10,7.5,31,3
65,10.1.1.36,10.1.1.19,11,10,90.9091,3.632,454,+1.87748e+07ns,0.0590652,AODV,80,25,10,7.5,31,3
66,10.1.1.36,10.1.1.60,8,7,87.5,2.272,284,+5.52984e+07ns,0.0787298,AODV,80,25,10,7.5,31,3
67,10.1.1.20,10.1.1.10,397,117,29.471,86.112,10764,+4.69829e+10ns,2.69088,AODV,80,25,10,7.5,31,3
68,10.1.1.7,10.1.1.20,33,33,100,11.904,1488,+1.23306e+08ns,0.209192,AODV,80,25,10,7.5,31,3
69,10.1.1.7,10.1.1.10,9,8,88.8889,3.072,384,+1.84194e+09ns,0.211898,AODV,80,25,10,7.5,31,3
70,10.1.1.24,10.1.1.20,13,12,92.3077,4.336,542,+8.23411e+08ns,0.240818,AODV,80,25,10,7.5,31,3
71,10.1.1.24,10.1.1.10,34,31,91.1765,11.84,1480,+1.05023e+08ns,0.455875,AODV,80,25,10,7.5,31,3
72,10.1.1.20,10.1.1.7,15,15,100,5.408,676,+5.57271e+07ns,0.0736104,AODV,80,25,10,7.5,31,3
73,10.1.1.18,10.1.1.8,396,132,33.3333,97.152,12144,+2.73941e+10ns,0.982262,AODV,80,25,10,7.5,31,3
74,10.1.1.17,10.1.1.7,396,223,56.3131,164.128,20516,+1.51076e+10ns,1.66199,AODV,80,25,10,7.5,31,3
75,10.1.1.15,10.1.1.5,396,283,71.4646,208.288,26036,+5.19519e+09ns,2.10924,AODV,80,25,10,7.5,31,3
76,10.1.1.14,10.1.1.4,396,247,62.3737,181.792,22724,+5.60239e+10ns,1.84093,AODV,80,25,10,7.5,31,3
77,10.1.1.73,10.1.1.17,2,2,100,0.704,88,+1.29905e+07ns,0.821512,AODV,80,25,10,7.5,31,3
78,10.1.1.73,10.1.1.3,1,0,0,0,0,+0ns,-0,AODV,80,25,10,7.5,31,3
79,10.1.1.36,10.1.1.3,3,3,100,1.008,126,+1.6169e+07ns,0.0114622,AODV,80,25,10,7.5,31,3
80,10.1.1.27,10.1.1.70,24,23,95.8333,8.416,1052,+7.47184e+07ns,0.0925667,AODV,80,25,10,7.5,31,3
81,10.1.1.27,10.1.1.3,52,46,88.4615,16.928,2116,+1.43289e+09ns,0.456472,AODV,80,25,10,7.5,31,3
82,10.1.1.4,10.1.1.70,5,5,100,1.856,232,+1.07376e+09ns,0.022177,AODV,80,25,10,7.5,31,3
83,10.1.1.4,10.1.1.3,12,11,91.6667,4.224,528,+1.23734e+08ns,0.0464279,AODV,80,25,10,7.5,31,3
84,10.1.1.62,10.1.1.70,3,3,100,1.008,126,+5.14479e+07ns,0.0914435,AODV,80,25,10,7.5,31,3
85,10.1.1.62,10.1.1.3,15,12,80,4.608,576,+1.12541e+09ns,0.0469362,AODV,80,25,10,7.5,31,3
86,10.1.1.70,10.1.1.27,13,12,92.3077,4.32,540,+1.51592e+08ns,0.0475164,AODV,80,25,10,7.5,31,3
87,10.1.1.70,10.1.1.17,12,12,100,4.544,568,+6.61273e+07ns,0.052725,AODV,80,25,10,7.5,31,3
88,10.1.1.51,10.1.1.56,2,1,50,0.384,48,+1.0312e+09ns,0.372381,AODV,80,25,10,7.5,31,3
89,10.1.1.51,10.1.1.3,26,26,100,9.664,1208,+1.39143e+08ns,0.14838,AODV,80,25,10,7.5,31,3
90,10.1.1.43,10.1.1.31,3,3,100,1.088,136,+1.02233e+07ns,0.0117143,AODV,80,25,10,7.5,31,3
91,10.1.1.43,10.1.1.3,42,42,100,15.792,1974,+2.31145e+09ns,0.190507,AODV,80,25,10,7.5,31,3
92,10.1.1.17,10.1.1.73,1,1,100,0.24,30,+1.71506e+09ns,0.139937,AODV,80,25,10,7.5,31,3
93,10.1.1.17,10.1.1.77,8,8,100,2.944,368,+2.94114e+07ns,0.677421,AODV,80,25,10,7.5,31,3
94,10.1.1.31,10.1.1.43,4,4,100,1.248,156,+2.24076e+07ns,0.0135857,AODV,80,25,10,7.5,31,3
95,10.1.1.31,10.1.1.70,3,3,100,1.008,126,+2.01662e+09ns,0.0999463,AODV,80,25,10,7.5,31,3
96,10.1.1.77,10.1.1.13,32,32,100,11.968,1496,+1.28584e+08ns,0.773752,AODV,80,25,10,7.5,31,3
97,10.1.1.70,10.1.1.62,9,9,100,3.104,388,+1.63533e+07ns,0.231651,AODV,80,25,10,7.5,31,3
98,10.1.1.10,10.1.1.20,4,2,50,0.768,96,+1.67116e+07ns,0.0769343,AODV,80,25,10,7.5,31,3
99,10.1.1.10,10.1.1.48,2,2,100,0.768,96,+4.19576e+06ns,0.00991259,AODV,80,25,10,7.5,31,3
100,10.1.1.78,10.1.1.14,20,20,100,7.616,952,+2.17929e+07ns,0.892332,AODV,80,25,10,7.5,31,3
