Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.12,10.1.1.2,399,16,4.01003,11.776,1472,+3.34127e+09ns,0.129401,AODV,80,25,10,7.5,37,3
2,10.1.1.18,10.1.1.8,398,4,1.00503,2.944,368,+1.07663e+08ns,0.0344272,AODV,80,25,10,7.5,37,3
3,10.1.1.20,10.1.1.10,398,126,31.6583,92.736,11592,+3.76611e+09ns,1.74144,AODV,80,25,10,7.5,37,3
4,10.1.1.11,10.1.1.1,398,34,8.54271,25.024,3128,+5.38678e+09ns,0.329247,AODV,80,25,10,7.5,37,3
5,10.1.1.6,10.1.1.11,24,22,91.6667,8.304,1038,+1.73878e+09ns,0.0910218,AODV,80,25,10,7.5,37,3
6,10.1.1.6,10.1.1.1,8,0,0,0,0,+0ns,-0,AODV,80,25,10,7.5,37,3
7,10.1.1.7,10.1.1.20,40,40,100,14.592,1824,+2.4305e+08ns,0.267802,AODV,80,25,10,7.5,37,3
8,10.1.1.7,10.1.1.10,19,19,100,7.232,904,+8.60641e+07ns,0.535994,AODV,80,25,10,7.5,37,3
9,10.1.1.24,10.1.1.20,6,6,100,2.096,262,+1.0468e+09ns,0.155351,AODV,80,25,10,7.5,37,3
10,10.1.1.24,10.1.1.10,6,6,100,2.304,288,+7.88009e+07ns,0.0869436,AODV,80,25,10,7.5,37,3
11,10.1.1.14,10.1.1.20,1,1,100,0.384,48,+3.74501e+06ns,102.536,AODV,80,25,10,7.5,37,3
12,10.1.1.14,10.1.1.10,4,4,100,1.536,192,+2.11227e+07ns,0.029816,AODV,80,25,10,7.5,37,3
13,10.1.1.20,10.1.1.14,6,4,66.6667,1.392,174,+1.00611e+09ns,0.618867,AODV,80,25,10,7.5,37,3
14,10.1.1.20,10.1.1.7,45,45,100,15.616,1952,+2.42236e+08ns,0.216225,AODV,80,25,10,7.5,37,3
15,10.1.1.17,10.1.1.7,397,257,64.7355,189.152,23644,+1.50752e+10ns,1.96003,AODV,80,25,10,7.5,37,3
16,10.1.1.14,10.1.1.4,397,80,20.1511,58.88,7360,+5.76055e+09ns,0.594745,AODV,80,25,10,7.5,37,3
17,10.1.1.3,10.1.1.5,11,0,0,0,0,+0ns,-0,AODV,80,25,10,7.5,37,3
