Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.18,10.1.1.8,133,5,3.7594,3.68,460,+9.0368e+07ns,0.038229,OLSR,80,25,10,7.5,26,3
2,10.1.1.13,10.1.1.3,216,1,0.462963,0.736,92,+2.95095e+07ns,0.00776539,OLSR,80,25,10,7.5,26,3
3,10.1.1.15,10.1.1.5,397,346,87.1537,254.656,31832,+1.03041e+09ns,2.56579,OLSR,80,25,10,7.5,26,3
4,10.1.1.19,10.1.1.9,338,117,34.6154,86.112,10764,+2.85918e+08ns,1.24795,OLSR,80,25,10,7.5,26,3
5,10.1.1.20,10.1.1.10,228,60,26.3158,44.16,5520,+7.47249e+07ns,1.91993,OLSR,80,25,10,7.5,26,3
6,10.1.1.16,10.1.1.6,395,236,59.7468,173.696,21712,+5.58952e+09ns,1.78149,OLSR,80,25,10,7.5,26,3
7,10.1.1.17,10.1.1.7,359,123,34.2618,90.528,11316,+2.14554e+08ns,1.65344,OLSR,80,25,10,7.5,26,3
8,10.1.1.14,10.1.1.4,300,98,32.6667,72.128,9016,+9.12124e+08ns,0.730408,OLSR,80,25,10,7.5,26,3
9,10.1.1.11,10.1.1.1,312,15,4.80769,11.04,1380,+1.70898e+08ns,0.216344,OLSR,80,25,10,7.5,26,3
