Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,399,168,42.1053,123.648,15456,+5.11344e+09ns,1.24268,OLSR,50,30,10,15,5,3
2,10.1.1.11,10.1.1.1,399,183,45.8647,134.688,16836,+4.48154e+08ns,1.35364,OLSR,50,30,10,15,5,3
3,10.1.1.16,10.1.1.6,377,251,66.5782,184.736,23092,+5.26668e+09ns,1.85664,OLSR,50,30,10,15,5,3
4,10.1.1.17,10.1.1.7,399,329,82.4561,242.144,30268,+2.75937e+09ns,2.4336,OLSR,50,30,10,15,5,3
5,10.1.1.18,10.1.1.8,399,329,82.4561,242.144,30268,+2.54769e+08ns,2.43359,OLSR,50,30,10,15,5,3
6,10.1.1.14,10.1.1.4,398,222,55.7789,163.392,20424,+2.70658e+09ns,1.64626,OLSR,50,30,10,15,5,3
7,10.1.1.12,10.1.1.2,371,212,57.1429,156.032,19504,+4.43499e+08ns,1.58004,OLSR,50,30,10,15,5,3
8,10.1.1.19,10.1.1.9,396,377,95.202,277.472,34684,+1.4478e+08ns,2.95182,OLSR,50,30,10,15,5,3
9,10.1.1.13,10.1.1.3,378,169,44.709,124.384,15548,+1.17407e+10ns,1.31273,OLSR,50,30,10,15,5,3
10,10.1.1.20,10.1.1.10,318,185,58.1761,136.16,17020,+1.0414e+09ns,1.61613,OLSR,50,30,10,15,5,3
