Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,334,230,68.8623,169.28,21160,+1.70141e+09ns,1.70558,OLSR,50,30,10,17.5,5,3
2,10.1.1.20,10.1.1.10,399,296,74.1855,217.856,27232,+5.27959e+09ns,2.18949,OLSR,50,30,10,17.5,5,3
3,10.1.1.11,10.1.1.1,381,276,72.4409,203.136,25392,+5.35738e+08ns,2.04155,OLSR,50,30,10,17.5,5,3
4,10.1.1.16,10.1.1.6,372,274,73.6559,201.664,25208,+4.2617e+09ns,2.02677,OLSR,50,30,10,17.5,5,3
5,10.1.1.17,10.1.1.7,399,377,94.4862,277.472,34684,+2.67329e+08ns,2.78865,OLSR,50,30,10,17.5,5,3
6,10.1.1.18,10.1.1.8,399,376,94.2356,276.736,34592,+1.80606e+08ns,2.78126,OLSR,50,30,10,17.5,5,3
7,10.1.1.14,10.1.1.4,398,282,70.8543,207.552,25944,+5.64557e+09ns,2.0912,OLSR,50,30,10,17.5,5,3
8,10.1.1.12,10.1.1.2,360,269,74.7222,197.984,24748,+2.67858e+09ns,2.00996,OLSR,50,30,10,17.5,5,3
9,10.1.1.19,10.1.1.9,396,396,100,291.456,36432,+1.48013e+08ns,2.95144,OLSR,50,30,10,17.5,5,3
10,10.1.1.13,10.1.1.3,396,219,55.303,161.184,20148,+4.80532e+08ns,1.63222,OLSR,50,30,10,17.5,5,3
