Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,216,45,20.8333,33.12,4140,+2.46129e+08ns,0.33286,OLSR,50,30,10,13.5,5,3
2,10.1.1.11,10.1.1.1,375,162,43.2,119.232,14904,+5.89635e+08ns,1.19831,OLSR,50,30,10,13.5,5,3
3,10.1.1.16,10.1.1.6,317,178,56.1514,131.008,16376,+6.51059e+09ns,1.31666,OLSR,50,30,10,13.5,5,3
4,10.1.1.17,10.1.1.7,395,271,68.6076,199.456,24932,+3.33409e+08ns,2.00458,OLSR,50,30,10,13.5,5,3
5,10.1.1.18,10.1.1.8,399,325,81.4536,239.2,29900,+2.67851e+08ns,2.404,OLSR,50,30,10,13.5,5,3
6,10.1.1.14,10.1.1.4,360,181,50.2778,133.216,16652,+2.98681e+08ns,1.34222,OLSR,50,30,10,13.5,5,3
7,10.1.1.12,10.1.1.2,355,176,49.5775,129.536,16192,+2.25031e+09ns,1.3671,OLSR,50,30,10,13.5,5,3
8,10.1.1.19,10.1.1.9,396,374,94.4444,275.264,34408,+2.80667e+09ns,2.78746,OLSR,50,30,10,13.5,5,3
9,10.1.1.13,10.1.1.3,249,34,13.6546,25.024,3128,+3.02333e+08ns,0.274153,OLSR,50,30,10,13.5,5,3
10,10.1.1.20,10.1.1.10,266,127,47.7444,93.472,11684,+3.30411e+09ns,1.17204,OLSR,50,30,10,13.5,5,3
