Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,399,314,78.6967,231.104,28888,+3.26114e+09ns,2.32265,AODV,50,10,10,9,5,3
2,10.1.1.48,10.1.1.15,5,0,0,0,0,+0ns,-0,AODV,50,10,10,9,5,3
3,10.1.1.48,10.1.1.5,12,12,100,4.608,576,+5.29978e+07ns,0.220656,AODV,50,10,10,9,5,3
4,10.1.1.21,10.1.1.15,32,0,0,0,0,+0ns,-0,AODV,50,10,10,9,5,3
5,10.1.1.21,10.1.1.5,16,16,100,6.08,760,+2.87904e+07ns,0.178657,AODV,50,10,10,9,5,3
6,10.1.1.20,10.1.1.10,399,323,80.9524,237.728,29716,+7.21749e+08ns,2.39518,AODV,50,10,10,9,5,3
7,10.1.1.8,10.1.1.20,77,76,98.7013,28.384,3548,+2.8781e+08ns,0.28809,AODV,50,10,10,9,5,3
8,10.1.1.8,10.1.1.10,34,34,100,12.64,1580,+1.53605e+08ns,0.186354,AODV,50,10,10,9,5,3
9,10.1.1.16,10.1.1.20,41,41,100,14.64,1830,+1.20361e+08ns,0.350715,AODV,50,10,10,9,5,3
10,10.1.1.16,10.1.1.10,102,9,8.82353,3.456,432,+7.51033e+07ns,0.0920285,AODV,50,10,10,9,5,3
11,10.1.1.49,10.1.1.20,5,0,0,0,0,+0ns,-0,AODV,50,10,10,9,5,3
12,10.1.1.49,10.1.1.10,14,14,100,5.104,638,+4.38581e+07ns,0.446551,AODV,50,10,10,9,5,3
13,10.1.1.28,10.1.1.20,16,14,87.5,5.312,664,+8.59801e+07ns,0.133686,AODV,50,10,10,9,5,3
14,10.1.1.28,10.1.1.10,12,0,0,0,0,+0ns,-0,AODV,50,10,10,9,5,3
15,10.1.1.47,10.1.1.20,11,10,90.9091,3.632,454,+7.69677e+07ns,0.0942726,AODV,50,10,10,9,5,3
16,10.1.1.47,10.1.1.10,23,0,0,0,0,+0ns,-0,AODV,50,10,10,9,5,3
17,10.1.1.20,10.1.1.28,6,5,83.3333,1.344,168,+2.66168e+07ns,0.0463395,AODV,50,10,10,9,5,3
18,10.1.1.20,10.1.1.8,19,18,94.7368,6.208,776,+1.4528e+08ns,0.064285,AODV,50,10,10,9,5,3
19,10.1.1.20,10.1.1.16,29,29,100,9.952,1244,+1.43452e+08ns,0.241846,AODV,50,10,10,9,5,3
20,10.1.1.11,10.1.1.1,399,87,21.8045,64.032,8004,+4.89426e+09ns,0.643514,AODV,50,10,10,9,5,3
21,10.1.1.20,10.1.1.47,9,8,88.8889,2.784,348,+5.05062e+07ns,0.0722846,AODV,50,10,10,9,5,3
22,10.1.1.16,10.1.1.6,399,388,97.2431,285.568,35696,+1.46122e+09ns,2.87002,AODV,50,10,10,9,5,3
23,10.1.1.17,10.1.1.7,399,228,57.1429,167.808,20976,+2.80532e+10ns,1.68648,AODV,50,10,10,9,5,3
24,10.1.1.18,10.1.1.8,399,399,100,293.664,36708,+4.50091e+08ns,2.95139,AODV,50,10,10,9,5,3
25,10.1.1.14,10.1.1.4,398,329,82.6633,242.144,30268,+1.27915e+10ns,2.43969,AODV,50,10,10,9,5,3
26,10.1.1.3,10.1.1.47,12,12,100,4.48,560,+1.21864e+08ns,0.0624575,AODV,50,10,10,9,5,3
27,10.1.1.3,10.1.1.4,20,20,100,7.552,944,+1.07605e+08ns,0.0852635,AODV,50,10,10,9,5,3
28,10.1.1.20,10.1.1.4,7,7,100,2.752,344,+5.02297e+08ns,0.183379,AODV,50,10,10,9,5,3
29,10.1.1.31,10.1.1.28,15,13,86.6667,4.992,624,+1.12489e+09ns,0.108419,AODV,50,10,10,9,5,3
30,10.1.1.31,10.1.1.4,38,38,100,14.4,1800,+1.97778e+09ns,0.149739,AODV,50,10,10,9,5,3
31,10.1.1.32,10.1.1.8,13,12,92.3077,4.48,560,+3.95016e+07ns,0.345231,AODV,50,10,10,9,5,3
32,10.1.1.32,10.1.1.1,28,0,0,0,0,+0ns,-0,AODV,50,10,10,9,5,3
33,10.1.1.38,10.1.1.8,33,33,100,11.984,1498,+8.19966e+09ns,0.124611,AODV,50,10,10,9,5,3
34,10.1.1.38,10.1.1.1,3,2,66.6667,0.768,96,+7.72527e+06ns,1.16323,AODV,50,10,10,9,5,3
35,10.1.1.8,10.1.1.32,24,23,95.8333,8.064,1008,+1.6613e+08ns,0.290744,AODV,50,10,10,9,5,3
36,10.1.1.8,10.1.1.6,3,3,100,1.008,126,+1.6706e+07ns,2.80243,AODV,50,10,10,9,5,3
37,10.1.1.18,10.1.1.8,13,13,100,4.416,552,+1.72226e+08ns,0.0446868,AODV,50,10,10,9,5,3
38,10.1.1.18,10.1.1.4,22,21,95.4545,8,1000,+7.19407e+07ns,0.482312,AODV,50,10,10,9,5,3
39,10.1.1.6,10.1.1.8,4,3,75,1.152,144,+1.67942e+07ns,1.62106,AODV,50,10,10,9,5,3
40,10.1.1.6,10.1.1.4,18,18,100,6.64,830,+9.39532e+07ns,0.240556,AODV,50,10,10,9,5,3
41,10.1.1.8,10.1.1.18,30,30,100,11.312,1414,+2.86708e+08ns,0.117656,AODV,50,10,10,9,5,3
42,10.1.1.32,10.1.1.14,5,5,100,1.92,240,+4.78337e+06ns,7.96829,AODV,50,10,10,9,5,3
43,10.1.1.6,10.1.1.19,43,43,100,16,2000,+1.62755e+08ns,0.346075,AODV,50,10,10,9,5,3
44,10.1.1.47,10.1.1.32,19,19,100,6.944,868,+1.20693e+08ns,0.072291,AODV,50,10,10,9,5,3
45,10.1.1.19,10.1.1.21,18,18,100,6.848,856,+1.7718e+07ns,0.145253,AODV,50,10,10,9,5,3
46,10.1.1.21,10.1.1.11,1,1,100,0.384,48,+8.23659e+06ns,46.6212,AODV,50,10,10,9,5,3
47,10.1.1.12,10.1.1.2,396,140,35.3535,103.04,12880,+5.45466e+10ns,1.3001,AODV,50,10,10,9,5,3
48,10.1.1.47,10.1.1.3,41,41,100,15.056,1882,+2.10913e+08ns,0.156838,AODV,50,10,10,9,5,3
49,10.1.1.19,10.1.1.9,396,87,21.9697,64.032,8004,+3.03322e+09ns,1.02858,AODV,50,10,10,9,5,3
50,10.1.1.47,10.1.1.38,30,28,93.3333,10.16,1270,+1.02045e+08ns,0.2691,AODV,50,10,10,9,5,3
51,10.1.1.47,10.1.1.7,6,6,100,2.304,288,+1.30829e+07ns,0.740802,AODV,50,10,10,9,5,3
52,10.1.1.44,10.1.1.49,7,7,100,2.688,336,+1.04246e+09ns,0.0584532,AODV,50,10,10,9,5,3
