Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,399,188,47.1178,138.368,17296,+3.71708e+11ns,1.39063,AODV,50,10,10,4,5,3
2,10.1.1.20,10.1.1.10,399,296,74.1855,217.856,27232,+1.85724e+10ns,2.32369,AODV,50,10,10,4,5,3
3,10.1.1.11,10.1.1.1,399,0,0,0,0,+0ns,-0,AODV,50,10,10,4,5,3
4,10.1.1.16,10.1.1.6,399,227,56.8922,167.072,20884,+1.72743e+11ns,1.7313,AODV,50,10,10,4,5,3
5,10.1.1.17,10.1.1.7,399,11,2.75689,8.096,1012,+1.38345e+10ns,0.46916,AODV,50,10,10,4,5,3
6,10.1.1.18,10.1.1.8,399,392,98.2456,288.512,36064,+3.47026e+08ns,2.9216,AODV,50,10,10,4,5,3
7,10.1.1.44,10.1.1.18,2,2,100,0.624,78,+1.14189e+07ns,3.53662,AODV,50,10,10,4,5,3
8,10.1.1.44,10.1.1.8,6,6,100,2.24,280,+2.30633e+07ns,0.186733,AODV,50,10,10,4,5,3
9,10.1.1.18,10.1.1.44,2,2,100,0.624,78,+9.12345e+06ns,3.78134,AODV,50,10,10,4,5,3
10,10.1.1.49,10.1.1.8,4,4,100,1.536,192,+1.65673e+07ns,0.12421,AODV,50,10,10,4,5,3
11,10.1.1.49,10.1.1.10,1,1,100,0.384,48,+1.05651e+07ns,36.3461,AODV,50,10,10,4,5,3
12,10.1.1.8,10.1.1.49,1,1,100,0.24,30,+2.34145e+06ns,102.501,AODV,50,10,10,4,5,3
13,10.1.1.8,10.1.1.44,4,4,100,1.6,200,+1.28669e+07ns,0.220987,AODV,50,10,10,4,5,3
14,10.1.1.44,10.1.1.20,13,13,100,4.656,582,+2.69561e+07ns,0.310343,AODV,50,10,10,4,5,3
15,10.1.1.20,10.1.1.44,2,2,100,0.704,88,+815343ns,0.234586,AODV,50,10,10,4,5,3
16,10.1.1.20,10.1.1.6,1,1,100,0.384,48,+9.11699e+08ns,0.421192,AODV,50,10,10,4,5,3
17,10.1.1.18,10.1.1.6,2,2,100,0.896,112,+3.55557e+06ns,0.286922,AODV,50,10,10,4,5,3
18,10.1.1.8,10.1.1.16,8,8,100,3.072,384,+1.90151e+07ns,0.26423,AODV,50,10,10,4,5,3
19,10.1.1.14,10.1.1.4,398,33,8.29146,24.288,3036,+7.79622e+09ns,0.331553,AODV,50,10,10,4,5,3
20,10.1.1.12,10.1.1.2,396,0,0,0,0,+0ns,-0,AODV,50,10,10,4,5,3
