Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,399,385,96.4912,283.36,35420,+8.88795e+09ns,2.84783,AODV,50,70,10,20,5,3
2,10.1.1.22,10.1.1.15,12,12,100,4.4,550,+4.52693e+08ns,0.0859676,AODV,50,70,10,20,5,3
3,10.1.1.22,10.1.1.5,1,0,0,0,0,+0ns,-0,AODV,50,70,10,20,5,3
4,10.1.1.24,10.1.1.15,12,9,75,3.184,398,+3.7273e+08ns,0.0659225,AODV,50,70,10,20,5,3
5,10.1.1.24,10.1.1.5,4,4,100,1.472,184,+1.23718e+09ns,0.0157134,AODV,50,70,10,20,5,3
6,10.1.1.9,10.1.1.15,20,0,0,0,0,+0ns,-0,AODV,50,70,10,20,5,3
7,10.1.1.9,10.1.1.5,15,12,80,4.336,542,+3.9522e+08ns,0.0606069,AODV,50,70,10,20,5,3
8,10.1.1.43,10.1.1.15,29,29,100,10.8,1350,+9.03961e+08ns,0.371289,AODV,50,70,10,20,5,3
9,10.1.1.43,10.1.1.5,5,0,0,0,0,+0ns,-0,AODV,50,70,10,20,5,3
10,10.1.1.48,10.1.1.15,21,21,100,7.36,920,+1.38246e+09ns,0.116832,AODV,50,70,10,20,5,3
11,10.1.1.48,10.1.1.5,10,10,100,3.552,444,+3.24077e+08ns,0.0410623,AODV,50,70,10,20,5,3
12,10.1.1.45,10.1.1.15,16,13,81.25,4.704,588,+4.54126e+08ns,0.059163,AODV,50,70,10,20,5,3
13,10.1.1.45,10.1.1.5,9,9,100,3.024,378,+2.27257e+08ns,0.0380273,AODV,50,70,10,20,5,3
14,10.1.1.23,10.1.1.15,18,17,94.4444,6.32,790,+2.1272e+09ns,0.064002,AODV,50,70,10,20,5,3
15,10.1.1.23,10.1.1.5,4,4,100,1.536,192,+2.27139e+08ns,0.0193125,AODV,50,70,10,20,5,3
16,10.1.1.11,10.1.1.15,29,25,86.2069,8.688,1086,+3.17898e+09ns,0.107976,AODV,50,70,10,20,5,3
17,10.1.1.11,10.1.1.5,9,0,0,0,0,+0ns,-0,AODV,50,70,10,20,5,3
18,10.1.1.21,10.1.1.15,13,11,84.6154,4.288,536,+7.93569e+08ns,0.14401,AODV,50,70,10,20,5,3
19,10.1.1.21,10.1.1.5,11,8,72.7273,2.928,366,+2.93778e+09ns,0.0423018,AODV,50,70,10,20,5,3
20,10.1.1.50,10.1.1.15,18,17,94.4444,6.32,790,+4.85549e+09ns,0.098757,AODV,50,70,10,20,5,3
