Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,399,153,38.3459,112.608,14076,+1.76432e+10ns,1.13172,AODV,50,50,10,8,5,3
2,10.1.1.20,10.1.1.10,399,193,48.3709,142.048,17756,+3.31943e+09ns,1.59601,AODV,50,50,10,8,5,3
3,10.1.1.11,10.1.1.1,399,188,47.1178,138.368,17296,+3.23242e+10ns,1.44507,AODV,50,50,10,8,5,3
4,10.1.1.16,10.1.1.6,399,32,8.02005,23.552,2944,+1.59948e+09ns,2.85467,AODV,50,50,10,8,5,3
5,10.1.1.17,10.1.1.7,399,216,54.1353,158.976,19872,+1.16221e+10ns,1.59774,AODV,50,50,10,8,5,3
6,10.1.1.3,10.1.1.39,15,15,100,5.344,668,+3.72385e+07ns,0.0720372,AODV,50,50,10,8,5,3
7,10.1.1.3,10.1.1.7,5,5,100,1.968,246,+1.00349e+09ns,0.151096,AODV,50,50,10,8,5,3
8,10.1.1.39,10.1.1.3,22,20,90.9091,7.184,898,+9.15685e+07ns,0.0759496,AODV,50,50,10,8,5,3
9,10.1.1.39,10.1.1.17,43,40,93.0233,14.896,1862,+7.97123e+07ns,0.331742,AODV,50,50,10,8,5,3
10,10.1.1.18,10.1.1.8,399,112,28.0702,82.432,10304,+2.43814e+10ns,0.828455,AODV,50,50,10,8,5,3
11,10.1.1.4,10.1.1.41,5,5,100,1.92,240,+2.83112e+09ns,0.0709541,AODV,50,50,10,8,5,3
12,10.1.1.4,10.1.1.6,1,1,100,0.384,48,+8.62626e+06ns,44.5152,AODV,50,50,10,8,5,3
13,10.1.1.10,10.1.1.41,8,8,100,2.944,368,+5.57901e+07ns,0.200853,AODV,50,50,10,8,5,3
14,10.1.1.10,10.1.1.6,6,6,100,2.16,270,+2.03208e+07ns,0.256373,AODV,50,50,10,8,5,3
15,10.1.1.47,10.1.1.41,9,9,100,2.96,370,+5.36637e+07ns,0.0936162,AODV,50,50,10,8,5,3
16,10.1.1.47,10.1.1.6,1,1,100,0.384,48,+1.09552e+06ns,350.518,AODV,50,50,10,8,5,3
17,10.1.1.43,10.1.1.41,3,3,100,1.152,144,+3.28721e+07ns,0.0785568,AODV,50,50,10,8,5,3
18,10.1.1.43,10.1.1.6,3,2,66.6667,0.768,96,+4.84637e+06ns,0.508847,AODV,50,50,10,8,5,3
19,10.1.1.41,10.1.1.10,29,29,100,10.64,1330,+1.09213e+08ns,0.336583,AODV,50,50,10,8,5,3
20,10.1.1.41,10.1.1.16,7,7,100,2.48,310,+1.71825e+07ns,0.456554,AODV,50,50,10,8,5,3
21,10.1.1.41,10.1.1.43,3,3,100,0.72,90,+1.47401e+07ns,0.0491207,AODV,50,50,10,8,5,3
22,10.1.1.41,10.1.1.47,10,10,100,3.344,418,+5.54945e+07ns,0.034855,AODV,50,50,10,8,5,3
