Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d20_OLSR_1.csv,1441,618,0.992811,+1.0888e+10ns,42.8869,2
Iteration_d20_OLSR_2.csv,1404,744,1.24892,+1.13573e+10ns,52.9915,4
Iteration_d20_OLSR_3.csv,1408,704,1.19432,+6.49222e+09ns,50,6
Iteration_d20_OLSR_4.csv,1395,603,0.963802,+2.77749e+10ns,43.2258,8
Iteration_d20_OLSR_5.csv,1387,733,1.24182,+1.64337e+10ns,52.8479,10
Iteration_d20_OLSR_6.csv,1400,716,1.01095,+1.66547e+10ns,51.1429,12
Iteration_d20_OLSR_7.csv,1374,635,1.0113,+1.44322e+10ns,46.2154,14
Iteration_d20_OLSR_8.csv,1370,707,1.20411,+8.67991e+09ns,51.6058,16
Iteration_d20_OLSR_9.csv,1359,622,0.991807,+1.6559e+10ns,45.7689,18
Iteration_d20_OLSR_10.csv,1389,607,0.969161,+2.18817e+10ns,43.7005,20
Iteration_d20_OLSR_11.csv,1419,744,1.26026,+1.66341e+10ns,52.4313,22
Iteration_d20_OLSR_12.csv,1358,622,1.00494,+6.03122e+09ns,45.8027,24
Iteration_d20_OLSR_13.csv,1428,771,1.31039,+1.87265e+10ns,53.9916,26
Iteration_d20_OLSR_14.csv,1378,607,0.971289,+1.65466e+10ns,44.0493,28
Iteration_d20_OLSR_15.csv,1414,743,1.25768,+1.43959e+10ns,52.546,30
Iteration_d20_OLSR_16.csv,1367,737,1.23439,+1.61099e+10ns,53.9137,32
Iteration_d20_OLSR_17.csv,1389,738,1.04244,+6.60336e+09ns,53.1317,34
Iteration_d20_OLSR_18.csv,1386,734,1.242,+1.89862e+10ns,52.9582,36
Iteration_d20_OLSR_19.csv,1375,615,0.984549,+1.67208e+10ns,44.7273,38
Iteration_d20_OLSR_20.csv,1388,595,0.798834,+8.55496e+09ns,42.8674,40
Iteration_d20_OLSR_21.csv,1386,737,1.24722,+8.75172e+09ns,53.1746,42
Iteration_d20_OLSR_22.csv,1424,730,1.24392,+1.42124e+10ns,51.264,44
Iteration_d20_OLSR_23.csv,1397,616,0.994239,+8.31196e+09ns,44.0945,46
Iteration_d20_OLSR_24.csv,1408,732,1.04036,+8.53146e+09ns,51.9886,48
Iteration_d20_OLSR_25.csv,1418,756,1.27836,+1.67821e+10ns,53.3145,50
Iteration_d20_OLSR_26.csv,1415,617,0.990764,+1.95408e+10ns,43.6042,52
Iteration_d20_OLSR_27.csv,1422,764,1.29482,+1.66981e+10ns,53.7271,54
Iteration_d20_OLSR_28.csv,1448,774,1.30743,+1.14052e+10ns,53.453,56
Iteration_d20_OLSR_29.csv,1405,737,1.24774,+2.31394e+10ns,52.4555,58
Iteration_d20_OLSR_30.csv,1379,775,1.31048,+8.51299e+09ns,56.2001,60
Iteration_d20_OLSR_31.csv,1370,727,1.23405,+1.43612e+10ns,53.0657,62
Iteration_d20_OLSR_32.csv,1424,749,1.26872,+1.02376e+10ns,52.5983,64
Iteration_d20_OLSR_33.csv,1379,759,1.28376,+2.42101e+10ns,55.0399,66
Iteration_d20_OLSR_34.csv,1445,734,1.24591,+8.6576e+09ns,50.7958,68
Iteration_d20_OLSR_35.csv,1365,616,0.981561,+3.48671e+10ns,45.1282,70
Iteration_d20_OLSR_36.csv,1358,721,1.21111,+6.23348e+09ns,53.0928,72
Iteration_d20_OLSR_37.csv,1446,768,1.30159,+1.67009e+10ns,53.112,74
Iteration_d20_OLSR_38.csv,1404,735,1.24973,+1.89125e+10ns,52.3504,76
Iteration_d20_OLSR_39.csv,1431,628,1.01821,+1.983e+10ns,43.8854,78
Iteration_d20_OLSR_40.csv,1413,632,1.01386,+2.48597e+10ns,44.7275,80
