Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d60_AODV_1.csv,21283,18088,12.6099,+1.02714e+12ns,84.988,10
Iteration_d60_AODV_2.csv,20473,16953,14.7003,+9.84361e+11ns,82.8066,12
Iteration_d60_AODV_3.csv,21734,18162,11.8242,+7.72274e+11ns,83.5649,14
Iteration_d60_AODV_4.csv,21518,18295,17.5122,+1.04627e+12ns,85.0218,16
Iteration_d60_AODV_5.csv,17666,13685,14.3926,+6.36645e+11ns,77.4652,18
Iteration_d60_AODV_6.csv,20641,17314,12.21,+1.02989e+12ns,83.8816,20
Iteration_d60_AODV_7.csv,19332,15681,12.9523,+8.83055e+11ns,81.1142,22
Iteration_d60_AODV_8.csv,20351,16576,12.4587,+7.54744e+11ns,81.4505,24
Iteration_d60_AODV_9.csv,20564,17223,9.86771,+8.81231e+11ns,83.7532,26
Iteration_d60_AODV_10.csv,22682,18708,9.76478,+9.28807e+11ns,82.4795,28
Iteration_d60_AODV_11.csv,17838,13909,13.104,+7.81233e+11ns,77.974,30
Iteration_d60_AODV_12.csv,19655,16279,12.2388,+1.0847e+12ns,82.8237,32
Iteration_d60_AODV_13.csv,21155,17434,11.1377,+9.47727e+11ns,82.4108,34
Iteration_d60_AODV_14.csv,22190,18142,12.2744,+8.96335e+11ns,81.7575,36
Iteration_d60_AODV_15.csv,23214,19455,13.0409,+9.33502e+11ns,83.8072,38
Iteration_d60_AODV_16.csv,20830,16855,9.81859,+1.0166e+12ns,80.9169,40
Iteration_d60_AODV_17.csv,16686,12842,15.2322,+6.51965e+11ns,76.9627,42
Iteration_d60_AODV_18.csv,22111,18898,12.7571,+8.25196e+11ns,85.4688,44
Iteration_d60_AODV_19.csv,17963,14329,10.2416,+8.86858e+11ns,79.7695,46
Iteration_d60_AODV_20.csv,20124,16692,15.8662,+1.05444e+12ns,82.9457,48
Iteration_d60_AODV_21.csv,17536,14007,13.9467,+8.55346e+11ns,79.8757,50
Iteration_d60_AODV_22.csv,21139,17865,14.0637,+1.08004e+12ns,84.512,52
Iteration_d60_AODV_23.csv,20600,16849,11.336,+7.84778e+11ns,81.7913,54
Iteration_d60_AODV_24.csv,22062,18614,10.2337,+1.03771e+12ns,84.3713,56
Iteration_d60_AODV_25.csv,18401,14908,15.9746,+7.13164e+11ns,81.0173,58
Iteration_d60_AODV_26.csv,19055,15467,13.3895,+8.65264e+11ns,81.1703,60
Iteration_d60_AODV_27.csv,20493,17279,10.778,+1.12347e+12ns,84.3166,62
Iteration_d60_AODV_28.csv,18690,15205,14.9971,+1.06383e+12ns,81.3537,64
Iteration_d60_AODV_29.csv,18988,15332,12.2147,+9.04268e+11ns,80.7457,66
Iteration_d60_AODV_30.csv,22275,18958,10.6747,+8.68604e+11ns,85.1089,68
Iteration_d60_AODV_31.csv,20119,16400,9.59091,+1.01861e+12ns,81.515,70
Iteration_d60_AODV_32.csv,20964,17260,12.0355,+1.04206e+12ns,82.3316,72
Iteration_d60_AODV_33.csv,20523,17319,12.1085,+9.97184e+11ns,84.3882,74
Iteration_d60_AODV_34.csv,24544,21398,13.0862,+1.1101e+12ns,87.1822,76
Iteration_d60_AODV_35.csv,21465,17986,9.48642,+8.61936e+11ns,83.7922,78
Iteration_d60_AODV_36.csv,19977,16219,11.1697,+1.06708e+12ns,81.1884,80
Iteration_d60_AODV_37.csv,23156,19445,11.1143,+9.80958e+11ns,83.9739,82
Iteration_d60_AODV_38.csv,21415,17930,16.3075,+7.58016e+11ns,83.7264,84
Iteration_d60_AODV_39.csv,18627,14669,12.1996,+8.32021e+11ns,78.7513,86
Iteration_d60_AODV_40.csv,20926,17683,9.25911,+8.13883e+11ns,84.5025,88
