Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d40_AODV_1.csv,9275,7373,15.5116,+3.21479e+11ns,79.4933,5
Iteration_d40_AODV_2.csv,9394,7467,16.082,+2.91509e+11ns,79.4869,6
Iteration_d40_AODV_3.csv,9424,7481,20.6966,+2.87944e+11ns,79.3824,7
Iteration_d40_AODV_4.csv,10408,8141,9.83202,+3.41395e+11ns,78.2187,8
Iteration_d40_AODV_5.csv,10171,8346,17.2116,+2.47137e+11ns,82.0568,9
Iteration_d40_AODV_6.csv,10493,8455,11.2369,+3.422e+11ns,80.5775,10
Iteration_d40_AODV_7.csv,9820,8020,16.9314,+2.94318e+11ns,81.6701,11
Iteration_d40_AODV_8.csv,9951,7904,11.2414,+3.12783e+11ns,79.4292,12
Iteration_d40_AODV_9.csv,8581,6671,14.317,+2.53831e+11ns,77.7415,13
Iteration_d40_AODV_10.csv,9427,7232,14.1378,+3.40284e+11ns,76.7158,14
Iteration_d40_AODV_11.csv,9455,7172,15.2335,+2.5676e+11ns,75.854,15
Iteration_d40_AODV_12.csv,8932,7091,19.7973,+2.23692e+11ns,79.3887,16
Iteration_d40_AODV_13.csv,9312,7556,16.0924,+2.91231e+11ns,81.1426,17
Iteration_d40_AODV_14.csv,10072,8305,15.6787,+3.01478e+11ns,82.4563,18
Iteration_d40_AODV_15.csv,10113,8002,11.4968,+3.32757e+11ns,79.1259,19
Iteration_d40_AODV_16.csv,8876,6781,20.3554,+2.05377e+11ns,76.397,20
Iteration_d40_AODV_17.csv,8743,6959,18.8481,+2.08486e+11ns,79.5951,21
Iteration_d40_AODV_18.csv,9584,7584,15.3409,+2.8569e+11ns,79.1319,22
Iteration_d40_AODV_19.csv,8718,6833,17.5106,+1.7052e+11ns,78.3781,23
Iteration_d40_AODV_20.csv,9491,7317,15.0043,+2.87094e+11ns,77.0941,24
Iteration_d40_AODV_21.csv,9611,7827,19.4734,+2.73469e+11ns,81.4379,25
Iteration_d40_AODV_22.csv,10155,8129,15.9589,+2.55768e+11ns,80.0492,26
Iteration_d40_AODV_23.csv,9470,7370,15.8987,+2.95052e+11ns,77.8247,27
Iteration_d40_AODV_24.csv,10148,8218,15.3931,+2.76095e+11ns,80.9815,28
Iteration_d40_AODV_25.csv,8827,6877,18.1339,+3.22223e+11ns,77.9087,29
Iteration_d40_AODV_26.csv,9850,7816,15.882,+3.0561e+11ns,79.3503,30
Iteration_d40_AODV_27.csv,8429,6402,28.1038,+2.33123e+11ns,75.9521,31
Iteration_d40_AODV_28.csv,8630,6868,20.007,+2.70393e+11ns,79.5829,32
Iteration_d40_AODV_29.csv,9795,7837,17.6525,+2.96086e+11ns,80.0102,33
Iteration_d40_AODV_30.csv,8384,6260,18.9557,+1.95982e+11ns,74.666,34
Iteration_d40_AODV_31.csv,9079,6960,13.3586,+2.51148e+11ns,76.6604,35
Iteration_d40_AODV_32.csv,8027,6127,14.7606,+2.34169e+11ns,76.3299,36
Iteration_d40_AODV_33.csv,8450,6506,16.1774,+2.00379e+11ns,76.9941,37
Iteration_d40_AODV_34.csv,10366,8420,14.4959,+3.85342e+11ns,81.2271,38
Iteration_d40_AODV_35.csv,9439,7389,12.2602,+2.57003e+11ns,78.2816,39
Iteration_d40_AODV_36.csv,10187,8170,13.9624,+2.50003e+11ns,80.2003,40
Iteration_d40_AODV_37.csv,8442,6499,18.7511,+2.0793e+11ns,76.9841,41
Iteration_d40_AODV_38.csv,9764,7726,13.3122,+3.07043e+11ns,79.1274,42
Iteration_d40_AODV_39.csv,10241,8364,13.8874,+3.98421e+11ns,81.6717,43
Iteration_d40_AODV_40.csv,7394,5489,21.4122,+1.99034e+11ns,74.2359,44
