Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d60_OLSR_1.csv,2797,506,0.534901,+5.40496e+09ns,18.0908,10
Iteration_d60_OLSR_2.csv,2340,518,0.597678,+1.39398e+10ns,22.1368,12
Iteration_d60_OLSR_3.csv,2897,547,0.509604,+1.3972e+10ns,18.8816,14
Iteration_d60_OLSR_4.csv,2731,530,0.611583,+2.45532e+10ns,19.4068,16
Iteration_d60_OLSR_5.csv,2774,527,0.535967,+1.18261e+10ns,18.9978,18
Iteration_d60_OLSR_6.csv,2694,498,0.514121,+9.43452e+09ns,18.4855,20
Iteration_d60_OLSR_7.csv,2989,523,0.490971,+2.91776e+10ns,17.4975,22
Iteration_d60_OLSR_8.csv,2353,557,0.588274,+8.64198e+09ns,23.6719,24
Iteration_d60_OLSR_9.csv,2726,507,0.521559,+1.63784e+10ns,18.5987,26
Iteration_d60_OLSR_10.csv,2645,497,0.702471,+1.1283e+10ns,18.7902,28
Iteration_d60_OLSR_11.csv,2804,545,0.523247,+1.24207e+10ns,19.4365,30
Iteration_d60_OLSR_12.csv,2473,553,0.730151,+9.44381e+09ns,22.3615,32
Iteration_d60_OLSR_13.csv,2476,491,0.755446,+6.37222e+09ns,19.8304,34
Iteration_d60_OLSR_14.csv,2754,557,0.61219,+1.28413e+10ns,20.2251,36
Iteration_d60_OLSR_15.csv,2632,492,0.584878,+1.29359e+10ns,18.693,38
Iteration_d60_OLSR_16.csv,2709,484,0.50831,+9.511e+09ns,17.8664,40
Iteration_d60_OLSR_17.csv,2530,486,0.620771,+9.45779e+09ns,19.2095,42
Iteration_d60_OLSR_18.csv,2566,526,0.525082,+1.14991e+10ns,20.4988,44
Iteration_d60_OLSR_19.csv,2463,547,0.707906,+6.23645e+09ns,22.2087,46
Iteration_d60_OLSR_20.csv,2751,504,0.494391,+9.91683e+09ns,18.3206,48
Iteration_d60_OLSR_21.csv,2660,485,0.511542,+3.11106e+09ns,18.2331,50
Iteration_d60_OLSR_22.csv,2542,540,0.659979,+1.61968e+10ns,21.2431,52
Iteration_d60_OLSR_23.csv,2851,515,0.767033,+1.82261e+10ns,18.0638,54
Iteration_d60_OLSR_24.csv,2546,507,0.566012,+2.13926e+10ns,19.9136,56
Iteration_d60_OLSR_25.csv,2619,499,0.659759,+1.53724e+10ns,19.0531,58
Iteration_d60_OLSR_26.csv,2472,540,0.725127,+1.77171e+10ns,21.8447,60
Iteration_d60_OLSR_27.csv,2802,526,0.630973,+1.57628e+10ns,18.7723,62
Iteration_d60_OLSR_28.csv,2942,542,0.544082,+1.42631e+10ns,18.4228,64
Iteration_d60_OLSR_29.csv,2873,543,0.544349,+1.3982e+10ns,18.9001,66
Iteration_d60_OLSR_30.csv,2765,509,0.600065,+6.43441e+09ns,18.4087,68
Iteration_d60_OLSR_31.csv,2689,554,0.694867,+1.32285e+10ns,20.6025,70
Iteration_d60_OLSR_32.csv,2619,522,0.521012,+1.21018e+10ns,19.9313,72
Iteration_d60_OLSR_33.csv,2609,531,0.582853,+1.8477e+10ns,20.3526,74
Iteration_d60_OLSR_34.csv,2869,469,0.527688,+1.4961e+10ns,16.3472,76
Iteration_d60_OLSR_35.csv,2565,513,0.590273,+2.19497e+10ns,20,78
Iteration_d60_OLSR_36.csv,2614,527,0.512258,+3.22463e+09ns,20.1607,80
Iteration_d60_OLSR_37.csv,2658,528,0.495842,+1.14866e+10ns,19.8646,82
Iteration_d60_OLSR_38.csv,2566,532,0.853033,+2.98935e+10ns,20.7327,84
Iteration_d60_OLSR_39.csv,2499,537,0.514801,+1.19582e+10ns,21.4886,86
Iteration_d60_OLSR_40.csv,2749,510,0.603647,+1.36056e+10ns,18.5522,88
