Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d50_m50_OLSR_1.csv,339,97,2.36575,+8.36555e+09ns,28.6136,5
Iteration_d50_m50_OLSR_2.csv,353,114,20.9921,+1.01133e+08ns,32.2946,5
Iteration_d50_m50_OLSR_3.csv,540,133,2.18158,+8.43448e+09ns,24.6296,5
Iteration_d50_m50_OLSR_4.csv,670,167,1.92374,+2.02305e+08ns,24.9254,5
Iteration_d50_m50_OLSR_5.csv,749,189,1.90945,+2.00094e+08ns,25.2336,5
Iteration_d50_m50_OLSR_6.csv,848,224,1.06966,+3.25893e+08ns,26.4151,5
Iteration_d50_m50_OLSR_7.csv,1030,358,1.38151,+2.75865e+09ns,34.7573,5
Iteration_d50_m50_OLSR_8.csv,1088,400,1.60773,+2.84713e+09ns,36.7647,5
Iteration_d50_m50_OLSR_9.csv,1133,430,1.17898,+6.07294e+08ns,37.9523,5
Iteration_d50_m50_OLSR_10.csv,1382,442,1.30408,+1.11435e+10ns,31.9826,5
Iteration_d50_m50_OLSR_11.csv,1499,558,1.18558,+8.44284e+08ns,37.2248,5
Iteration_d50_m50_OLSR_12.csv,1654,605,0.822471,+1.36725e+10ns,36.578,5
Iteration_d50_m50_OLSR_13.csv,1736,676,0.972715,+2.30041e+10ns,38.9401,5
Iteration_d50_m50_OLSR_14.csv,2057,756,0.824277,+1.69074e+10ns,36.7526,5
Iteration_d50_m50_OLSR_15.csv,2102,844,0.874226,+1.15384e+10ns,40.1522,5
Iteration_d50_m50_OLSR_16.csv,2292,902,0.840033,+3.26547e+09ns,39.3543,5
Iteration_d50_m50_OLSR_17.csv,2657,1031,0.990988,+8.38441e+09ns,38.8032,5
Iteration_d50_m50_OLSR_18.csv,2619,1047,0.903036,+5.92763e+09ns,39.9771,5
Iteration_d50_m50_OLSR_19.csv,2977,1246,1.06958,+1.66231e+10ns,41.8542,5
Iteration_d50_m50_OLSR_20.csv,3468,1394,1.08483,+9.91615e+09ns,40.1961,5
Iteration_d50_m50_OLSR_21.csv,3358,1044,1.05121,+1.27331e+10ns,31.0899,5
Iteration_d50_m50_OLSR_22.csv,3661,1692,1.39362,+2.30845e+10ns,46.2169,5
Iteration_d50_m50_OLSR_23.csv,3411,1794,1.54959,+1.7622e+10ns,52.5945,5
Iteration_d50_m50_OLSR_24.csv,3719,1558,1.49915,+1.20341e+10ns,41.893,5
Iteration_d50_m50_OLSR_25.csv,3719,2115,1.69952,+3.47574e+10ns,56.8701,5
Iteration_d50_m50_OLSR_26.csv,3740,2255,1.83546,+1.60336e+10ns,60.2941,5
Iteration_d50_m50_OLSR_27.csv,3836,2219,1.82009,+3.89054e+10ns,57.8467,5
Iteration_d50_m50_OLSR_28.csv,3904,2762,2.10507,+1.32001e+10ns,70.748,5
Iteration_d50_m50_OLSR_29.csv,3824,2718,2.06944,+2.37341e+10ns,71.0774,5
Iteration_d50_m50_OLSR_30.csv,3936,2830,2.14587,+1.98702e+10ns,71.9004,5
Iteration_d50_m50_OLSR_31.csv,3936,2967,2.23891,+1.85875e+10ns,75.3811,5
Iteration_d50_m50_OLSR_32.csv,3947,2917,2.31876,+2.75974e+10ns,73.9042,5
Iteration_d50_m50_OLSR_33.csv,3959,3072,2.44212,+1.71312e+10ns,77.5954,5
Iteration_d50_m50_OLSR_34.csv,3980,3140,2.49265,+7.84582e+09ns,78.8945,5
Iteration_d50_m50_OLSR_35.csv,3980,3246,2.53897,+1.53855e+10ns,81.5578,5
Iteration_d50_m50_OLSR_36.csv,3980,3359,2.67181,+1.20202e+10ns,84.397,5
Iteration_d50_m50_OLSR_37.csv,3980,3415,2.69015,+1.01977e+10ns,85.804,5
Iteration_d50_m50_OLSR_38.csv,3980,3780,2.81623,+1.40824e+10ns,94.9749,5
Iteration_d50_m50_OLSR_39.csv,3980,3844,2.85056,+5.14948e+09ns,96.5829,5
Iteration_d50_m50_OLSR_40.csv,3980,3876,2.87433,+2.87062e+09ns,97.3869,5
