Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d50_m10_AODV_1.csv,4104,821,56.6907,+3.82404e+11ns,20.0049,5
Iteration_d50_m10_AODV_2.csv,4374,1170,50.037,+5.39227e+11ns,26.749,5
Iteration_d50_m10_AODV_3.csv,4427,1241,43.0156,+2.75699e+11ns,28.0325,5
Iteration_d50_m10_AODV_4.csv,4590,1592,36.4512,+6.74761e+11ns,34.6841,5
Iteration_d50_m10_AODV_5.csv,4988,2169,63.8475,+6.26217e+11ns,43.4844,5
Iteration_d50_m10_AODV_6.csv,5476,2802,41.1929,+3.38286e+11ns,51.1687,5
Iteration_d50_m10_AODV_7.csv,5502,2845,45.578,+1.52818e+11ns,51.7085,5
Iteration_d50_m10_AODV_8.csv,7114,4738,21.9817,+3.14803e+11ns,66.6011,5
Iteration_d50_m10_AODV_9.csv,7662,5526,28.9797,+3.54999e+11ns,72.1222,5
Iteration_d50_m10_AODV_10.csv,8428,6377,14.6377,+3.72507e+11ns,75.6645,5
Iteration_d50_m10_AODV_11.csv,10220,8195,17.9015,+4.3873e+11ns,80.1859,5
Iteration_d50_m10_AODV_12.csv,11408,9300,12.1714,+4.27884e+11ns,81.5217,5
Iteration_d50_m10_AODV_13.csv,13140,11319,12.5154,+5.09656e+11ns,86.1416,5
Iteration_d50_m10_AODV_14.csv,14625,12339,9.48199,+4.47236e+11ns,84.3692,5
Iteration_d50_m10_AODV_15.csv,15771,13403,7.17816,+4.79589e+11ns,84.9851,5
Iteration_d50_m10_AODV_16.csv,17851,15603,7.16981,+6.34227e+11ns,87.4069,5
Iteration_d50_m10_AODV_17.csv,16207,14485,5.59699,+5.58842e+11ns,89.375,5
Iteration_d50_m10_AODV_18.csv,18983,16600,3.41115,+6.14979e+11ns,87.4467,5
Iteration_d50_m10_AODV_19.csv,20325,18209,2.00676,+7.12961e+11ns,89.5892,5
Iteration_d50_m10_AODV_20.csv,21528,19088,3.36769,+7.70799e+11ns,88.6659,5
Iteration_d50_m10_AODV_21.csv,18843,16072,2.83116,+7.4249e+11ns,85.2943,5
Iteration_d50_m10_AODV_22.csv,23718,20298,1.84032,+1.00464e+12ns,85.5806,5
Iteration_d50_m10_AODV_23.csv,22515,19622,1.70722,+9.67785e+11ns,87.1508,5
Iteration_d50_m10_AODV_24.csv,21095,18962,1.97389,+9.31402e+11ns,89.8886,5
Iteration_d50_m10_AODV_25.csv,25990,23013,1.21366,+1.08725e+12ns,88.5456,5
Iteration_d50_m10_AODV_26.csv,29812,26740,0.882864,+1.47726e+12ns,89.6954,5
Iteration_d50_m10_AODV_27.csv,23767,21124,1.4885,+1.07335e+12ns,88.8795,5
Iteration_d50_m10_AODV_28.csv,23448,20387,1.29105,+1.17572e+12ns,86.9456,5
Iteration_d50_m10_AODV_29.csv,26913,23314,0.619246,+1.35109e+12ns,86.6273,5
Iteration_d50_m10_AODV_30.csv,26748,23142,1.09337,+1.70692e+12ns,86.5186,5
Iteration_d50_m10_AODV_31.csv,26955,23237,0.806666,+1.83226e+12ns,86.2066,5
Iteration_d50_m10_AODV_32.csv,27480,24024,1.00498,+1.89456e+12ns,87.4236,5
Iteration_d50_m10_AODV_33.csv,29815,25739,0.497829,+2.19071e+12ns,86.329,5
Iteration_d50_m10_AODV_34.csv,27195,23144,0.631236,+1.81662e+12ns,85.1039,5
Iteration_d50_m10_AODV_35.csv,28092,23838,0.963868,+2.09216e+12ns,84.8569,5
Iteration_d50_m10_AODV_36.csv,32770,27487,0.81695,+2.74786e+12ns,83.8785,5
Iteration_d50_m10_AODV_37.csv,25524,21573,0.800049,+2.08979e+12ns,84.5205,5
Iteration_d50_m10_AODV_38.csv,35079,29188,0.628287,+3.53676e+12ns,83.2065,5
Iteration_d50_m10_AODV_39.csv,27277,23140,0.598202,+2.69542e+12ns,84.8334,5
Iteration_d50_m10_AODV_40.csv,29508,25397,0.826796,+2.86484e+12ns,86.0682,5
