Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d50_m30_OLSR_1.csv,468,114,2.44503,+1.44422e+08ns,24.359,5
Iteration_d50_m30_OLSR_2.csv,490,119,2.46161,+1.28471e+08ns,24.2857,5
Iteration_d50_m30_OLSR_3.csv,568,147,1.24341,+1.97403e+08ns,25.8803,5
Iteration_d50_m30_OLSR_4.csv,671,183,1.88149,+2.20423e+08ns,27.2727,5
Iteration_d50_m30_OLSR_5.csv,743,212,1.95165,+2.92798e+08ns,28.533,5
Iteration_d50_m30_OLSR_6.csv,834,287,1.63896,+5.01075e+08ns,34.4125,5
Iteration_d50_m30_OLSR_7.csv,952,324,1.69284,+5.76392e+09ns,34.0336,5
Iteration_d50_m30_OLSR_8.csv,1088,374,11.2682,+5.60677e+08ns,34.375,5
Iteration_d50_m30_OLSR_9.csv,1195,393,1.32639,+5.11244e+08ns,32.887,5
Iteration_d50_m30_OLSR_10.csv,1295,496,1.26772,+1.1027e+10ns,38.3012,5
Iteration_d50_m30_OLSR_11.csv,1372,574,1.38894,+8.678e+08ns,41.8367,5
Iteration_d50_m30_OLSR_12.csv,1475,628,1.50953,+8.12389e+08ns,42.5763,5
Iteration_d50_m30_OLSR_13.csv,1951,746,0.842487,+4.6985e+09ns,38.2368,5
Iteration_d50_m30_OLSR_14.csv,1716,865,1.44816,+9.47722e+09ns,50.4079,5
Iteration_d50_m30_OLSR_15.csv,2081,875,1.22421,+1.3185e+10ns,42.0471,5
Iteration_d50_m30_OLSR_16.csv,2271,976,1.03941,+1.49876e+09ns,42.9767,5
Iteration_d50_m30_OLSR_17.csv,2325,1075,4.65161,+5.71285e+09ns,46.2366,5
Iteration_d50_m30_OLSR_18.csv,2649,1162,1.10275,+7.39599e+09ns,43.8656,5
Iteration_d50_m30_OLSR_19.csv,2791,1145,1.02464,+1.55805e+10ns,41.0247,5
Iteration_d50_m30_OLSR_20.csv,3166,1289,1.10911,+3.30823e+09ns,40.7138,5
Iteration_d50_m30_OLSR_21.csv,3310,1310,1.01162,+1.5937e+10ns,39.577,5
Iteration_d50_m30_OLSR_22.csv,3203,1419,1.1032,+9.42592e+09ns,44.3022,5
Iteration_d50_m30_OLSR_23.csv,2955,1690,1.35999,+9.19595e+09ns,57.1912,5
Iteration_d50_m30_OLSR_24.csv,3328,1873,1.41994,+1.69097e+10ns,56.28,5
Iteration_d50_m30_OLSR_25.csv,3224,1849,1.40216,+2.72201e+10ns,57.3511,5
Iteration_d50_m30_OLSR_26.csv,3566,2163,1.61341,+3.30212e+10ns,60.6562,5
Iteration_d50_m30_OLSR_27.csv,3834,2425,1.84271,+2.99194e+10ns,63.2499,5
Iteration_d50_m30_OLSR_28.csv,3821,2534,1.90458,+4.40723e+10ns,66.3177,5
Iteration_d50_m30_OLSR_29.csv,3781,2751,2.05054,+2.54116e+10ns,72.7585,5
Iteration_d50_m30_OLSR_30.csv,3809,2878,2.15565,+2.2342e+10ns,75.5579,5
Iteration_d50_m30_OLSR_31.csv,3874,3027,2.25198,+3.63061e+10ns,78.1363,5
Iteration_d50_m30_OLSR_32.csv,3834,2995,2.22181,+2.11791e+10ns,78.1168,5
Iteration_d50_m30_OLSR_33.csv,3910,3283,2.43533,+3.3746e+10ns,83.9642,5
Iteration_d50_m30_OLSR_34.csv,3903,3092,2.40024,+1.55792e+10ns,79.2211,5
Iteration_d50_m30_OLSR_35.csv,3973,3259,2.55319,+1.74856e+10ns,82.0287,5
Iteration_d50_m30_OLSR_36.csv,3980,3514,2.73419,+8.80874e+09ns,88.2915,5
Iteration_d50_m30_OLSR_37.csv,3980,3749,2.78024,+1.47399e+10ns,94.196,5
Iteration_d50_m30_OLSR_38.csv,3980,3766,2.8021,+2.11371e+10ns,94.6231,5
Iteration_d50_m30_OLSR_39.csv,3980,3641,2.81192,+1.82862e+10ns,91.4824,5
Iteration_d50_m30_OLSR_40.csv,3980,3656,2.82641,+8.03217e+09ns,91.8593,5
