Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d50_m70_AODV_1.csv,4517,1141,46.674,+8.73876e+11ns,25.2601,5
Iteration_d50_m70_AODV_2.csv,4706,1364,45.146,+6.89222e+11ns,28.9843,5
Iteration_d50_m70_AODV_3.csv,5013,1690,56.969,+6.10233e+11ns,33.7123,5
Iteration_d50_m70_AODV_4.csv,5057,1654,51.8784,+5.60182e+11ns,32.7071,5
Iteration_d50_m70_AODV_5.csv,5695,2359,38.2525,+8.59953e+11ns,41.4223,5
Iteration_d50_m70_AODV_6.csv,5742,2466,49.3723,+6.52156e+11ns,42.9467,5
Iteration_d50_m70_AODV_7.csv,7213,3799,51.9259,+3.36821e+11ns,52.6688,5
Iteration_d50_m70_AODV_8.csv,7544,4314,40.4898,+7.44645e+11ns,57.1845,5
Iteration_d50_m70_AODV_9.csv,8302,4876,27.8838,+3.77464e+11ns,58.7328,5
Iteration_d50_m70_AODV_10.csv,9058,5883,28.4059,+6.13138e+11ns,64.9481,5
Iteration_d50_m70_AODV_11.csv,11015,7828,22.7138,+4.02883e+11ns,71.0667,5
Iteration_d50_m70_AODV_12.csv,12420,8985,18.9305,+4.29465e+11ns,72.343,5
Iteration_d50_m70_AODV_13.csv,12730,9593,21.4445,+4.87208e+11ns,75.3574,5
Iteration_d50_m70_AODV_14.csv,12775,9369,17.4877,+6.3878e+11ns,73.3386,5
Iteration_d50_m70_AODV_15.csv,15531,12608,16.1211,+6.98605e+11ns,81.1796,5
Iteration_d50_m70_AODV_16.csv,13821,10781,11.7014,+7.64381e+11ns,78.0045,5
Iteration_d50_m70_AODV_17.csv,14586,11512,14.796,+7.59166e+11ns,78.925,5
Iteration_d50_m70_AODV_18.csv,17157,13998,7.61152,+8.11582e+11ns,81.5877,5
Iteration_d50_m70_AODV_19.csv,19471,15702,4.00684,+9.19756e+11ns,80.643,5
Iteration_d50_m70_AODV_20.csv,15965,12603,6.80478,+7.76868e+11ns,78.9414,5
Iteration_d50_m70_AODV_21.csv,20707,17111,4.03018,+1.0431e+12ns,82.6339,5
Iteration_d50_m70_AODV_22.csv,19527,16171,5.48938,+9.28092e+11ns,82.8135,5
Iteration_d50_m70_AODV_23.csv,15891,12746,7.52056,+8.36098e+11ns,80.2089,5
Iteration_d50_m70_AODV_24.csv,19180,15928,3.26599,+9.77717e+11ns,83.0448,5
Iteration_d50_m70_AODV_25.csv,19310,16087,4.91561,+9.76416e+11ns,83.3092,5
Iteration_d50_m70_AODV_26.csv,21510,17753,3.97487,+1.20331e+12ns,82.5337,5
Iteration_d50_m70_AODV_27.csv,20873,17844,3.66173,+1.21586e+12ns,85.4884,5
Iteration_d50_m70_AODV_28.csv,21845,18428,3.32962,+1.34919e+12ns,84.358,5
Iteration_d50_m70_AODV_29.csv,18781,16206,3.53324,+1.13689e+12ns,86.2893,5
Iteration_d50_m70_AODV_30.csv,18948,15999,2.39904,+1.2572e+12ns,84.4364,5
Iteration_d50_m70_AODV_31.csv,21999,17515,2.00628,+1.92863e+12ns,79.6173,5
Iteration_d50_m70_AODV_32.csv,20783,16861,2.06709,+1.71023e+12ns,81.1288,5
Iteration_d50_m70_AODV_33.csv,22913,18985,1.91656,+1.85695e+12ns,82.8569,5
Iteration_d50_m70_AODV_34.csv,25899,21618,0.91705,+2.07091e+12ns,83.4704,5
Iteration_d50_m70_AODV_35.csv,21911,17687,1.23328,+1.90392e+12ns,80.722,5
Iteration_d50_m70_AODV_36.csv,20869,17781,1.503,+1.73006e+12ns,85.2029,5
Iteration_d50_m70_AODV_37.csv,21764,18113,1.63585,+2.03023e+12ns,83.2246,5
Iteration_d50_m70_AODV_38.csv,21266,17342,1.76079,+2.26195e+12ns,81.548,5
Iteration_d50_m70_AODV_39.csv,25476,21845,0.711599,+2.87684e+12ns,85.7474,5
Iteration_d50_m70_AODV_40.csv,27536,23184,0.750235,+2.69919e+12ns,84.1952,5
