Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d50_m10_OLSR_1.csv,659,464,2.04882,+2.90665e+08ns,70.4097,5
Iteration_d50_m10_OLSR_2.csv,693,498,1.23789,+2.86059e+08ns,71.8615,5
Iteration_d50_m10_OLSR_3.csv,714,535,1.61215,+2.78294e+08ns,74.93,5
Iteration_d50_m10_OLSR_4.csv,988,652,1.20136,+4.67424e+08ns,65.9919,5
Iteration_d50_m10_OLSR_5.csv,1213,704,1.7501,+5.17801e+08ns,58.0379,5
Iteration_d50_m10_OLSR_6.csv,1406,830,1.35933,+7.4053e+08ns,59.0327,5
Iteration_d50_m10_OLSR_7.csv,1496,905,1.15979,+7.88067e+08ns,60.4947,5
Iteration_d50_m10_OLSR_8.csv,1550,1057,1.79774,+3.34249e+09ns,68.1935,5
Iteration_d50_m10_OLSR_9.csv,1647,1095,1.12925,+3.27213e+09ns,66.4845,5
Iteration_d50_m10_OLSR_10.csv,1762,1226,1.50481,+1.36287e+09ns,69.58,5
Iteration_d50_m10_OLSR_11.csv,2413,1331,1.05627,+4.06572e+09ns,55.1596,5
Iteration_d50_m10_OLSR_12.csv,2335,1390,1.05604,+4.01944e+09ns,59.5289,5
Iteration_d50_m10_OLSR_13.csv,2531,1291,1.03918,+1.89932e+09ns,51.0075,5
Iteration_d50_m10_OLSR_14.csv,2866,1421,1.16902,+5.68987e+09ns,49.5813,5
Iteration_d50_m10_OLSR_15.csv,3057,1721,1.3373,+8.62253e+09ns,56.297,5
Iteration_d50_m10_OLSR_16.csv,3194,1952,1.50008,+1.45737e+10ns,61.1146,5
Iteration_d50_m10_OLSR_17.csv,3599,2262,1.70319,+8.98838e+09ns,62.8508,5
Iteration_d50_m10_OLSR_18.csv,3147,2053,1.53095,+1.46424e+10ns,65.2367,5
Iteration_d50_m10_OLSR_19.csv,3293,2337,1.74102,+2.05076e+10ns,70.9687,5
Iteration_d50_m10_OLSR_20.csv,3726,2515,1.86376,+1.60347e+10ns,67.4987,5
Iteration_d50_m10_OLSR_21.csv,3281,2454,1.85229,+1.96958e+10ns,74.7943,5
Iteration_d50_m10_OLSR_22.csv,3460,2714,2.08731,+1.62024e+10ns,78.4393,5
Iteration_d50_m10_OLSR_23.csv,3703,2345,1.96952,+2.8846e+10ns,63.327,5
Iteration_d50_m10_OLSR_24.csv,3566,2740,2.09816,+2.04053e+10ns,76.8368,5
Iteration_d50_m10_OLSR_25.csv,3727,2970,2.23681,+1.32634e+10ns,79.6888,5
Iteration_d50_m10_OLSR_26.csv,3835,3219,2.38636,+2.12847e+10ns,83.9374,5
Iteration_d50_m10_OLSR_27.csv,3634,3110,2.31616,+1.36351e+10ns,85.5806,5
Iteration_d50_m10_OLSR_28.csv,3822,3394,2.52826,+1.08709e+10ns,88.8017,5
Iteration_d50_m10_OLSR_29.csv,3760,3425,2.53949,+1.74459e+10ns,91.0904,5
Iteration_d50_m10_OLSR_30.csv,3686,3475,2.58981,+1.42229e+10ns,94.2756,5
Iteration_d50_m10_OLSR_31.csv,3798,3628,2.70156,+1.34e+10ns,95.524,5
Iteration_d50_m10_OLSR_32.csv,3825,3597,2.69493,+2.55719e+10ns,94.0392,5
Iteration_d50_m10_OLSR_33.csv,3946,3648,2.71626,+1.87832e+10ns,92.448,5
Iteration_d50_m10_OLSR_34.csv,3925,3619,2.70817,+1.25967e+10ns,92.2038,5
Iteration_d50_m10_OLSR_35.csv,3941,3725,2.76212,+1.74747e+10ns,94.5192,5
Iteration_d50_m10_OLSR_36.csv,3930,3613,2.67907,+9.55549e+09ns,91.9338,5
Iteration_d50_m10_OLSR_37.csv,3951,3849,2.85422,+4.9921e+09ns,97.4184,5
Iteration_d50_m10_OLSR_38.csv,3965,3901,2.8928,+4.67228e+09ns,98.3859,5
Iteration_d50_m10_OLSR_39.csv,3980,3906,2.89635,+2.25117e+09ns,98.1407,5
Iteration_d50_m10_OLSR_40.csv,3980,3963,2.93874,+4.47513e+09ns,99.5729,5
