Filename,Total_Sent_Packets,Total_Received_Packets,AVG_Throughput_Kbps,Total_Delay,PDR_%,SetRun
Iteration_d50_m30_AODV_1.csv,4178,420,34.5364,+2.87479e+11ns,10.0527,5
Iteration_d50_m30_AODV_2.csv,4321,726,50.6802,+3.37301e+11ns,16.8017,5
Iteration_d50_m30_AODV_3.csv,4672,947,57.1914,+2.72754e+11ns,20.2697,5
Iteration_d50_m30_AODV_4.csv,5072,1448,42.0068,+7.42553e+10ns,28.5489,5
Iteration_d50_m30_AODV_5.csv,5087,1619,42.0209,+1.75362e+11ns,31.8262,5
Iteration_d50_m30_AODV_6.csv,5411,2001,49.0628,+1.5394e+11ns,36.9802,5
Iteration_d50_m30_AODV_7.csv,5859,2449,32.2848,+1.54532e+11ns,41.7989,5
Iteration_d50_m30_AODV_8.csv,6179,3038,48.7681,+5.13099e+11ns,49.1665,5
Iteration_d50_m30_AODV_9.csv,7009,3646,34.3348,+2.25177e+11ns,52.0188,5
Iteration_d50_m30_AODV_10.csv,9021,5600,30.5784,+2.33823e+11ns,62.0774,5
Iteration_d50_m30_AODV_11.csv,8909,5534,21.4613,+3.11306e+11ns,62.117,5
Iteration_d50_m30_AODV_12.csv,11090,7914,20.5221,+3.87187e+11ns,71.3616,5
Iteration_d50_m30_AODV_13.csv,13581,10396,19.6816,+6.02845e+11ns,76.5481,5
Iteration_d50_m30_AODV_14.csv,10311,6955,18.0135,+3.20265e+11ns,67.4522,5
Iteration_d50_m30_AODV_15.csv,15941,12701,12.3024,+4.44248e+11ns,79.6751,5
Iteration_d50_m30_AODV_16.csv,13601,9992,9.802,+4.89107e+11ns,73.4652,5
Iteration_d50_m30_AODV_17.csv,18774,15095,12.3841,+5.5275e+11ns,80.4037,5
Iteration_d50_m30_AODV_18.csv,18531,14882,8.71748,+5.541e+11ns,80.3087,5
Iteration_d50_m30_AODV_19.csv,18058,14233,6.49489,+7.39865e+11ns,78.8183,5
Iteration_d50_m30_AODV_20.csv,22327,18928,5.89088,+8.38341e+11ns,84.7763,5
Iteration_d50_m30_AODV_21.csv,19430,15686,6.10654,+8.75474e+11ns,80.7308,5
Iteration_d50_m30_AODV_22.csv,18163,14508,4.13482,+1.00669e+12ns,79.8767,5
Iteration_d50_m30_AODV_23.csv,21127,17360,4.21134,+9.75492e+11ns,82.1697,5
Iteration_d50_m30_AODV_24.csv,22228,18469,4.48302,+1.09055e+12ns,83.0889,5
Iteration_d50_m30_AODV_25.csv,25083,20987,2.32196,+1.24728e+12ns,83.6702,5
Iteration_d50_m30_AODV_26.csv,23638,19800,3.40253,+1.19124e+12ns,83.7634,5
Iteration_d50_m30_AODV_27.csv,28562,24723,2.64892,+1.50532e+12ns,86.5591,5
Iteration_d50_m30_AODV_28.csv,24850,21122,2.29616,+1.41582e+12ns,84.998,5
Iteration_d50_m30_AODV_29.csv,28970,25046,1.58175,+1.71278e+12ns,86.455,5
Iteration_d50_m30_AODV_30.csv,27084,23092,1.16883,+1.65466e+12ns,85.2607,5
Iteration_d50_m30_AODV_31.csv,27502,23133,2.55079,+2.04811e+12ns,84.1139,5
Iteration_d50_m30_AODV_32.csv,23766,20310,1.64944,+1.52784e+12ns,85.4582,5
Iteration_d50_m30_AODV_33.csv,25284,21141,1.1607,+1.96191e+12ns,83.6141,5
Iteration_d50_m30_AODV_34.csv,23990,20420,1.15999,+1.841e+12ns,85.1188,5
Iteration_d50_m30_AODV_35.csv,25353,21279,1.71912,+2.0251e+12ns,83.9309,5
Iteration_d50_m30_AODV_36.csv,30053,24292,0.800726,+2.56437e+12ns,80.8305,5
Iteration_d50_m30_AODV_37.csv,29955,24697,0.784842,+2.76891e+12ns,82.447,5
Iteration_d50_m30_AODV_38.csv,32437,26825,0.600062,+3.41164e+12ns,82.6988,5
Iteration_d50_m30_AODV_39.csv,29145,25282,0.686359,+2.80359e+12ns,86.7456,5
Iteration_d50_m30_AODV_40.csv,32693,26501,0.752568,+3.4916e+12ns,81.0602,5
