Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,399,398,99.7494,292.928,36616,+4.0091e+08ns,2.94399,OLSR,50,70,10,18.5,5,3
2,10.1.1.20,10.1.1.10,399,399,100,293.664,36708,+1.51434e+08ns,2.95139,OLSR,50,70,10,18.5,5,3
3,10.1.1.11,10.1.1.1,399,375,93.985,276,34500,+3.16438e+08ns,2.82352,OLSR,50,70,10,18.5,5,3
4,10.1.1.16,10.1.1.6,399,290,72.6817,213.44,26680,+4.98662e+09ns,2.18912,OLSR,50,70,10,18.5,5,3
5,10.1.1.17,10.1.1.7,399,372,93.2331,273.792,34224,+1.78061e+08ns,2.75165,OLSR,50,70,10,18.5,5,3
6,10.1.1.18,10.1.1.8,399,399,100,293.664,36708,+1.44691e+08ns,2.95139,OLSR,50,70,10,18.5,5,3
7,10.1.1.14,10.1.1.4,398,370,92.9648,272.32,34040,+2.52491e+09ns,2.74377,OLSR,50,70,10,18.5,5,3
8,10.1.1.12,10.1.1.2,396,181,45.7071,133.216,16652,+3.61413e+08ns,1.34901,OLSR,50,70,10,18.5,5,3
9,10.1.1.19,10.1.1.9,396,377,95.202,277.472,34684,+3.71686e+08ns,2.80983,OLSR,50,70,10,18.5,5,3
10,10.1.1.13,10.1.1.3,396,342,86.3636,251.712,31464,+5.77643e+09ns,2.58164,OLSR,50,70,10,18.5,5,3
