Flow_ID,Source,Dest,Sent_packets,Recv_packets,PDR_%,Recv_rate,Recv_bytes,Delay,Throughput_Kbps,Protocol,Num_Of_Nodes,Mob_Speed,Num_Of_Sinks,Trans_Power,Set_Run,Set_Seed
1,10.1.1.15,10.1.1.5,399,399,100,293.664,36708,+1.36503e+08ns,2.95139,OLSR,40,25,10,7.5,28,3
2,10.1.1.14,10.1.1.4,346,159,45.9538,117.024,14628,+1.6986e+08ns,1.97506,OLSR,40,25,10,7.5,28,3
3,10.1.1.20,10.1.1.10,208,10,4.80769,7.36,920,+2.29992e+09ns,0.0760712,OLSR,40,25,10,7.5,28,3
4,10.1.1.19,10.1.1.9,397,373,93.9547,274.528,34316,+1.5303e+08ns,2.9519,OLSR,40,25,10,7.5,28,3
5,10.1.1.13,10.1.1.3,231,129,55.8442,94.944,11868,+4.62509e+08ns,0.959022,OLSR,40,25,10,7.5,28,3
6,10.1.1.11,10.1.1.1,371,98,26.4151,72.128,9016,+9.48838e+07ns,0.7304,OLSR,40,25,10,7.5,28,3
7,10.1.1.16,10.1.1.6,300,131,43.6667,96.416,12052,+1.69218e+08ns,1.04516,OLSR,40,25,10,7.5,28,3
8,10.1.1.17,10.1.1.7,319,258,80.8777,189.888,23736,+3.93229e+08ns,2.38852,OLSR,40,25,10,7.5,28,3
9,10.1.1.18,10.1.1.8,159,85,53.4591,62.56,7820,+1.20618e+08ns,1.86741,OLSR,40,25,10,7.5,28,3
10,10.1.1.12,10.1.1.2,128,9,7.03125,6.624,828,+8.07595e+07ns,0.264927,OLSR,40,25,10,7.5,28,3
